ptnum,Rout,Cd_x,Cd_y,Cd_z,L,lnRa,lnRb,theta,P_x,P_y,P_z,Rin,analytic_vortex_core_vel_x,analytic_vortex_core_vel_y,analytic_vortex_core_vel_z
0,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.455287218093872,0.0,3.3161253929138184,-0.6893654465675354,0.0,-0.12155359983444214,0.699999988079071,8.020817858778173e-07,0.0,9.61412752076285e-07
1,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4487242698669434,-0.006563037633895874,3.3161253929138184,-0.6939046382904053,0.0,-0.12235397845506668,0.699999988079071,-0.0007965584518387914,0.0,0.004482796881347895
2,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4422039985656738,-0.013083279132843018,3.3161253929138184,-0.6984438300132751,0.0,-0.12315436452627182,0.699999988079071,1.5083301067352295,0.0,-8.554169654846191
3,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4357260465621948,-0.01956126093864441,3.3161253929138184,-0.702983021736145,0.0,-0.12395475059747696,0.699999988079071,1.0083907842636108,0.0,-5.7188720703125
4,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.429289698600769,-0.025997579097747803,3.3161253929138184,-0.7075222134590149,0.0,-0.1247551217675209,0.699999988079071,0.7583044171333313,0.0,-4.3005452156066895
5,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4228947162628174,-0.03239262104034424,3.3161253929138184,-0.7120614051818848,0.0,-0.12555550038814545,0.699999988079071,0.6081457138061523,0.0,-3.4489572048187256
6,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4165401458740234,-0.03874713182449341,3.3161253929138184,-0.7166005969047546,0.0,-0.12635588645935059,0.699999988079071,0.5079617500305176,0.0,-2.8807852268218994
7,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.410225749015808,-0.04506149888038635,3.3161253929138184,-0.7211397886276245,0.0,-0.12715627253055573,0.699999988079071,0.43632829189300537,0.0,-2.4745521545410156
8,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4039510488510132,-0.05133625864982605,3.3161253929138184,-0.7256789803504944,0.0,-0.12795665860176086,0.699999988079071,0.3825529217720032,0.0,-2.169548511505127
9,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3977153301239014,-0.057571977376937866,3.3161253929138184,-0.730218231678009,0.0,-0.1287570297718048,0.699999988079071,0.34067556262016296,0.0,-1.9320502281188965
10,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3915183544158936,-0.06376895308494568,3.3161253929138184,-0.7347574234008789,0.0,-0.12955741584300995,0.699999988079071,0.307125985622406,0.0,-1.741791844367981
11,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3853596448898315,-0.06992760300636292,3.3161253929138184,-0.739296555519104,0.0,-0.1303577870130539,0.699999988079071,0.27964237332344055,0.0,-1.5859230756759644
12,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3792386054992676,-0.07604873180389404,3.3161253929138184,-0.7438357472419739,0.0,-0.13115817308425903,0.699999988079071,0.25670725107192993,0.0,-1.4558347463607788
13,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.373154640197754,-0.08213260769844055,3.3161253929138184,-0.7483749389648438,0.0,-0.13195855915546417,0.699999988079071,0.23726610839366913,0.0,-1.345563530921936
14,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.367107629776001,-0.08817970752716064,3.3161253929138184,-0.7529141902923584,0.0,-0.1327589452266693,0.699999988079071,0.220571830868721,0.0,-1.2508971691131592
15,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3610968589782715,-0.09419044852256775,3.3161253929138184,-0.7574533820152283,0.0,-0.13355931639671326,0.699999988079071,0.2060757726430893,0.0,-1.168699026107788
16,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3551219701766968,-0.10016527771949768,3.3161253929138184,-0.7619925737380981,0.0,-0.1343597024679184,0.699999988079071,0.19336959719657898,0.0,-1.0966366529464722
17,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3491827249526978,-0.10610455274581909,3.3161253929138184,-0.7665317058563232,0.0,-0.13516007363796234,0.699999988079071,0.1821412444114685,0.0,-1.0329439640045166
18,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.343278408050537,-0.11200883984565735,3.3161253929138184,-0.7710708975791931,0.0,-0.13596045970916748,0.699999988079071,0.17213770747184753,0.0,-0.9762139320373535
19,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3374087810516357,-0.11787845194339752,3.3161253929138184,-0.775610089302063,0.0,-0.13676084578037262,0.699999988079071,0.1631670594215393,0.0,-0.9253537058830261
20,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.331573486328125,-0.12371382117271423,3.3161253929138184,-0.7801493406295776,0.0,-0.13756123185157776,0.699999988079071,0.1550774872303009,0.0,-0.879455029964447
21,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3257719278335571,-0.12951533496379852,3.3161253929138184,-0.7846885323524475,0.0,-0.1383616179227829,0.699999988079071,0.14774416387081146,0.0,-0.8378645777702332
