ptnum,Rout,Cd_x,Cd_y,Cd_z,L,lnRa,lnRb,theta,P_x,P_y,P_z,Rin,analytic_vortex_core_vel_x,analytic_vortex_core_vel_y,analytic_vortex_core_vel_z
0,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.455287218093872,0.0,1.3089967966079712,0.1811734288930893,0.0,0.6761480569839478,0.699999988079071,5.323614686858491e-07,0.0,-1.1332435860822443e-06
1,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4487242698669434,-0.006563037633895874,1.3089967966079712,0.18236638605594635,0.0,0.6806002259254456,0.699999988079071,0.004399433732032776,0.0,-0.0011725847143679857
2,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4422039985656738,-0.013083338737487793,1.3089967966079712,0.1835593432188034,0.0,0.6850523948669434,0.699999988079071,-8.390052795410156,0.0,2.2481112480163574
3,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4357260465621948,-0.01956126093864441,1.3089967966079712,0.18475230038166046,0.0,0.6895045638084412,0.699999988079071,-5.609222412109375,0.0,1.5029873847961426
4,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4292898178100586,-0.02599748969078064,1.3089967966079712,0.18594524264335632,0.0,0.6939566731452942,0.699999988079071,-4.21807861328125,0.0,1.1302298307418823
5,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4228947162628174,-0.03239262104034424,1.3089967966079712,0.18713819980621338,0.0,0.698408842086792,0.699999988079071,-3.3828301429748535,0.0,0.9064251184463501
6,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4165401458740234,-0.03874713182449341,1.3089967966079712,0.18833115696907043,0.0,0.7028610110282898,0.699999988079071,-2.825551986694336,0.0,0.7571027874946594
7,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.410225749015808,-0.04506149888038635,1.3089967966079712,0.1895241141319275,0.0,0.7073131799697876,0.699999988079071,-2.4271063804626465,0.0,0.6503433585166931
8,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4039510488510132,-0.05133625864982605,1.3089967966079712,0.19071707129478455,0.0,0.7117653489112854,0.699999988079071,-2.1279523372650146,0.0,0.5701801776885986
9,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3977153301239014,-0.0575718879699707,1.3089967966079712,0.1919100284576416,0.0,0.7162175178527832,0.699999988079071,-1.8950059413909912,0.0,0.5077633261680603
10,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3915183544158936,-0.06376886367797852,1.3089967966079712,0.19310298562049866,0.0,0.720669686794281,0.699999988079071,-1.7084063291549683,0.0,0.45776402950286865
11,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.385359525680542,-0.06992769241333008,1.3089967966079712,0.19429592788219452,0.0,0.7251218557357788,0.699999988079071,-1.55552077293396,0.0,0.41680172085762024
12,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.379238486289978,-0.0760488212108612,1.3089967966079712,0.19548888504505157,0.0,0.7295740246772766,0.699999988079071,-1.4279128313064575,0.0,0.38260671496391296
13,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.373154640197754,-0.08213269710540771,1.3089967966079712,0.19668184220790863,0.0,0.7340261936187744,0.699999988079071,-1.3197660446166992,0.0,0.3536248505115509
