ptnum,Rout,Cd_x,Cd_y,Cd_z,L,lnRa,lnRb,theta,P_x,P_y,P_z,Rin,analytic_vortex_core_vel_x,analytic_vortex_core_vel_y,analytic_vortex_core_vel_z
0,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.455287218093872,0.0,2.268927812576294,-0.4499512016773224,0.0,0.5362311601638794,0.699999988079071,1.2336486179265194e-06,0.0,-2.1391690552263753e-07
1,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4487242698669434,-0.006563037633895874,2.268927812576294,-0.45291396975517273,0.0,0.5397620797157288,0.699999988079071,0.0034839368890970945,0.0,0.002931237919256091
2,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4422039985656738,-0.013083279132843018,2.268927812576294,-0.4558767080307007,0.0,0.5432929396629333,0.699999988079071,-6.653963565826416,0.0,-5.583336353302002
3,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4357260465621948,-0.01956126093864441,2.268927812576294,-0.458839476108551,0.0,0.5468237996101379,0.699999988079071,-4.448493003845215,0.0,-3.732727527618408
4,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4292898178100586,-0.025997400283813477,2.268927812576294,-0.4618021845817566,0.0,0.5503545999526978,0.699999988079071,-3.3452463150024414,0.0,-2.806993007659912
5,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4228947162628174,-0.03239262104034424,2.268927812576294,-0.46476495265960693,0.0,0.5538855195045471,0.699999988079071,-2.682811737060547,0.0,-2.251147747039795
6,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4165401458740234,-0.03874713182449341,2.268927812576294,-0.4677276909351349,0.0,0.5574163794517517,0.699999988079071,-2.2408523559570312,0.0,-1.8803002834320068
7,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.410225749015808,-0.04506149888038635,2.268927812576294,-0.47069045901298523,0.0,0.5609472393989563,0.699999988079071,-1.9248610734939575,0.0,-1.615147352218628
8,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4039510488510132,-0.05133625864982605,2.268927812576294,-0.4736531972885132,0.0,0.5644780993461609,0.699999988079071,-1.6876076459884644,0.0,-1.4160746335983276
9,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3977153301239014,-0.057571977376937866,2.268927812576294,-0.4766159653663635,0.0,0.5680090188980103,0.699999988079071,-1.5028668642044067,0.0,-1.2610586881637573
10,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3915183544158936,-0.06376886367797852,2.268927812576294,-0.4795787036418915,0.0,0.5715398788452148,0.699999988079071,-1.3548799753189087,0.0,-1.1368818283081055
11,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.385359764099121,-0.06992754340171814,2.268927812576294,-0.48254141211509705,0.0,0.5750706791877747,0.699999988079071,-1.2336336374282837,0.0,-1.035142421722412
12,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3792386054992676,-0.07604873180389404,2.268927812576294,-0.4855041801929474,0.0,0.578601598739624,0.699999988079071,-1.1324362754821777,0.0,-0.9502322673797607
13,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.373154640197754,-0.08213260769844055,2.268927812576294,-0.48846691846847534,0.0,0.5821324586868286,0.699999988079071,-1.0466591119766235,0.0,-0.8782601356506348
14,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.367107629776001,-0.08817970752716064,2.268927812576294,-0.4914296865463257,0.0,0.5856633186340332,0.699999988079071,-0.9730228185653687,0.0,-0.8164693117141724
15,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3610968589782715,-0.09419044852256775,2.268927812576294,-0.49439242482185364,0.0,0.5891941785812378,0.699999988079071,-0.9090851545333862,0.0,-0.7628162503242493
16,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3551220893859863,-0.1001652181148529,2.268927812576294,-0.497355192899704,0.0,0.5927250385284424,0.699999988079071,-0.8530339598655701,0.0,-0.7157836556434631
17,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3491827249526978,-0.10610455274581909,2.268927812576294,-0.5003179311752319,0.0,0.596255898475647,0.699999988079071,-0.8034851551055908,0.0,-0.6742108464241028
18,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.343278408050537,-0.11200883984565735,2.268927812576294,-0.5032806396484375,0.0,0.5997867584228516,0.699999988079071,-0.759357213973999,0.0,-0.6371825337409973
19,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3374087810516357,-0.11787845194339752,2.268927812576294,-0.5062434077262878,0.0,0.6033176183700562,0.699999988079071,-0.719796359539032,0.0,-0.6039836406707764
20,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.331573486328125,-0.12371382117271423,2.268927812576294,-0.5092061758041382,0.0,0.6068485379219055,0.699999988079071,-0.6840916872024536,0.0,-0.5740284323692322
21,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3257718086242676,-0.1295154094696045,2.268927812576294,-0.5121689438819885,0.0,0.6103793978691101,0.699999988079071,-0.6517346501350403,0.0,-0.5468792915344238
