ptnum,Rout,Cd_x,Cd_y,Cd_z,L,lnRa,lnRb,theta,P_x,P_y,P_z,Rin,analytic_vortex_core_vel_x,analytic_vortex_core_vel_y,analytic_vortex_core_vel_z
0,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.455287218093872,0.0,5.93411922454834,0.6577847599983215,0.0,-0.239414244890213,0.699999988079071,-1.1753295439120848e-06,0.0,-4.3156683204870205e-07
1,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4487241506576538,-0.006563127040863037,5.93411922454834,0.6621160507202148,0.0,-0.24099069833755493,0.699999988079071,-0.0015492161037400365,0.0,-0.004276607651263475
2,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4422039985656738,-0.013083279132843018,5.93411922454834,0.6664472818374634,0.0,-0.24256715178489685,0.699999988079071,2.9708335399627686,0.0,8.162293434143066
3,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4357260465621948,-0.01956126093864441,5.93411922454834,0.6707785725593567,0.0,-0.24414360523223877,0.699999988079071,1.9861444234848022,0.0,5.456883430480957
4,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4292898178100586,-0.02599748969078064,5.93411922454834,0.6751097440719604,0.0,-0.2457200288772583,0.699999988079071,1.4935590028762817,0.0,4.10352087020874
5,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4228947162628174,-0.032392531633377075,5.93411922454834,0.679440975189209,0.0,-0.24729648232460022,0.699999988079071,1.1978057622909546,0.0,3.2909531593322754
6,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.4165401458740234,-0.03874713182449341,5.93411922454834,0.6837722659111023,0.0,-0.24887292087078094,0.699999988079071,1.0004850625991821,0.0,2.748814105987549
7,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.410225749015808,-0.04506149888038635,5.93411922454834,0.6881034970283508,0.0,-0.25044938921928406,0.699999988079071,0.8594051003456116,0.0,2.361189365386963
8,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.4039510488510132,-0.05133625864982605,5.93411922454834,0.6924347877502441,0.0,-0.2520258128643036,0.699999988079071,0.7534738183021545,0.0,2.0701606273651123
9,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3977153301239014,-0.0575718879699707,5.93411922454834,0.6967660188674927,0.0,-0.2536022663116455,0.699999988079071,0.6709919571876526,0.0,1.8435401916503906
10,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3915183544158936,-0.06376895308494568,5.93411922454834,0.701097309589386,0.0,-0.2551787197589874,0.699999988079071,0.6049171686172485,0.0,1.661998987197876
11,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3853596448898315,-0.06992760300636292,5.93411922454834,0.7054284811019897,0.0,-0.25675514340400696,0.699999988079071,0.5507842302322388,0.0,1.5132707357406616
12,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3792386054992676,-0.07604873180389404,5.93411922454834,0.7097597718238831,0.0,-0.2583315968513489,0.699999988079071,0.5056024789810181,0.0,1.389143466949463
13,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.373154640197754,-0.08213260769844055,5.93411922454834,0.7140910029411316,0.0,-0.2599080502986908,0.699999988079071,0.46730342507362366,0.0,1.283925175666809
14,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.367107629776001,-0.08817970752716064,5.93411922454834,0.7184222340583801,0.0,-0.2614845037460327,0.699999988079071,0.4344279170036316,0.0,1.1935945749282837
15,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3610968589782715,-0.09419044852256775,5.93411922454834,0.7227535247802734,0.0,-0.26306095719337463,0.699999988079071,0.40588274598121643,0.0,1.1151608228683472
16,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3551219701766968,-0.10016527771949768,5.93411922454834,0.727084755897522,0.0,-0.26463741064071655,0.699999988079071,0.38085541129112244,0.0,1.0463999509811401
17,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3491827249526978,-0.10610455274581909,5.93411922454834,0.7314159870147705,0.0,-0.2662138342857361,0.699999988079071,0.3587331771850586,0.0,0.9856263399124146
18,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.343278408050537,-0.11200883984565735,5.93411922454834,0.735747218132019,0.0,-0.267790287733078,0.699999988079071,0.339031457901001,0.0,0.9314948320388794
19,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3374087810516357,-0.11787852644920349,5.93411922454834,0.7400785088539124,0.0,-0.2693667411804199,0.699999988079071,0.32137158513069153,0.0,0.8829668760299683
20,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.331573486328125,-0.12371382117271423,5.93411922454834,0.7444097399711609,0.0,-0.27094316482543945,0.699999988079071,0.30542653799057007,0.0,0.8391690850257874
21,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.3257720470428467,-0.12951526045799255,5.93411922454834,0.7487409710884094,0.0,-0.27251961827278137,0.699999988079071,0.2909781038761139,0.0,0.7994831800460815
22,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.320003867149353,-0.13528339564800262,5.93411922454834,0.7530722618103027,0.0,-0.2740960717201233,0.699999988079071,0.2778119444847107,0.0,0.7632983922958374
23,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.314268946647644,-0.1410183608531952,5.93411922454834,0.7574034929275513,0.0,-0.2756725251674652,0.699999988079071,0.265777587890625,0.0,0.7302319407463074
24,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.308566689491272,-0.14672063291072845,5.93411922454834,0.7617347836494446,0.0,-0.27724897861480713,0.699999988079071,0.25470826029777527,0.0,0.6998215317726135
25,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.3028967380523682,-0.1523904949426651,5.93411922454834,0.7660659551620483,0.0,-0.27882540225982666,0.699999988079071,0.2444966733455658,0.0,0.6717703938484192
26,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.297258734703064,-0.15802854299545288,5.93411922454834,0.7703972458839417,0.0,-0.2804018557071686,0.699999988079071,0.23505882918834686,0.0,0.6458380818367004
27,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.2916524410247803,-0.16363483667373657,5.93411922454834,0.7747284770011902,0.0,-0.2819783091545105,0.699999988079071,0.22628863155841827,0.0,0.6217443346977234
28,3.0,0.0,0.0,0.30399999022483826,1.4552873373031616,1.2860773801803589,-0.16920994222164154,5.93411922454834,0.7790597081184387,0.0,-0.2835547626018524,0.699999988079071,0.21812742948532104,0.0,0.5993271470069885
29,3.0,0.0,0.0,0.30399999022483826,1.455287218093872,1.2805330753326416,-0.17475414276123047,5.93411922454834,0.783390998840332,0.0,-0.28513121604919434,0.699999988079071,0.2105177938938141,0.0,0.578409731388092
