ptnum,bary_x,bary_y,bary_z,Rout,Cd_x,Cd_y,Cd_z,faceid,theta,P_x,P_y,P_z,vortex_core_vel_x,vortex_core_vel_y,vortex_core_vel_z,Rin,gamma
0,0.2713163197040558,0.7061832547187805,0.02250043861567974,2.0,1.0,0.0,0.0,931,0.24609141051769257,0.484935998916626,0.0,0.12180750072002411,-0.026953386142849922,0.0,0.043947771191596985,0.5,1.0
1,0.2365274429321289,0.7049052119255066,0.0585673451423645,2.0,1.0,0.0,0.0,931,0.24609141051769257,0.48785147070884705,0.0,0.12253981828689575,-0.06922522932291031,0.0,0.10860653221607208,0.5,1.0
2,0.20173931121826172,0.7036271691322327,0.09463352710008621,2.0,1.0,0.0,0.0,931,0.24609141051769257,0.49076688289642334,0.0,0.1232721209526062,-0.11034729331731796,0.0,0.1661367416381836,0.5,1.0
3,0.16695041954517365,0.7023491263389587,0.13070045411586761,2.0,1.0,0.0,0.0,931,0.24609141051769257,0.4936823546886444,0.0,0.12400443851947784,-0.15032124519348145,0.0,0.21654073894023895,0.5,1.0
4,0.13216184079647064,0.7010712027549744,0.166766956448555,2.0,1.0,0.0,0.0,931,0.24609141051769257,0.4965977966785431,0.0,0.1247367411851883,-0.1891457736492157,0.0,0.2598167359828949,0.5,1.0
5,0.09737296402454376,0.6997931599617004,0.2028338760137558,2.0,1.0,0.0,0.0,931,0.24609141051769257,0.49951326847076416,0.0,0.12546905875205994,-0.22682179510593414,0.0,0.29596585035324097,0.5,1.0
6,0.06258516013622284,0.6985151171684265,0.23889972269535065,2.0,1.0,0.0,0.0,931,0.24609141051769257,0.5024286508560181,0.0,0.12620136141777039,-0.2633477747440338,0.0,0.3249867260456085,0.5,1.0
7,0.027795851230621338,0.6972371339797974,0.2749670147895813,2.0,1.0,0.0,0.0,931,0.24609141051769257,0.5053441524505615,0.0,0.12693367898464203,-0.29872623085975647,0.0,0.346881240606308,0.5,1.0
8,0.30335596203804016,0.6915744543075562,0.0050695850513875484,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5082595944404602,0.0,0.12766598165035248,-0.3268282115459442,0.0,0.36821961402893066,0.5,1.0
9,0.30122697353363037,0.66848224401474,0.030290789902210236,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5111750364303589,0.0,0.12839829921722412,-0.32985442876815796,0.0,0.4116029441356659,0.5,1.0
10,0.29909777641296387,0.6453901529312134,0.05551207810640335,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5140904784202576,0.0,0.12913060188293457,-0.3324425220489502,0.0,0.4529368281364441,0.5,1.0
11,0.2969684898853302,0.6222981214523315,0.08073338866233826,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5170059204101562,0.0,0.12986290454864502,-0.3345925807952881,0.0,0.49222126603126526,0.5,1.0
12,0.2948392927646637,0.5992060303688049,0.10595467686653137,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5199213624000549,0.0,0.13059520721435547,-0.3363047242164612,0.0,0.5294563174247742,0.5,1.0
13,0.29271024465560913,0.5761138796806335,0.13117587566375732,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5228368043899536,0.0,0.1313275247812271,-0.3375789523124695,0.0,0.5646420121192932,0.5,1.0
14,0.29058101773262024,0.5530217885971069,0.15639719367027283,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5257522463798523,0.0,0.13205982744693756,-0.33841508626937866,0.0,0.5977782607078552,0.5,1.0
15,0.2884518504142761,0.5299291610717773,0.18161898851394653,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5286677479743958,0.0,0.1327921450138092,-0.33881330490112305,0.0,0.6288658380508423,0.5,1.0
16,0.28632283210754395,0.5068374872207642,0.2068396806716919,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5315831303596497,0.0,0.13352444767951965,-0.33877354860305786,0.0,0.6579026579856873,0.5,1.0
17,0.28419357538223267,0.48374491930007935,0.232061505317688,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5344986319541931,0.0,0.1342567652463913,-0.33829572796821594,0.0,0.6848912835121155,0.5,1.0
18,0.2820645868778229,0.46065324544906616,0.25728216767311096,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.537414014339447,0.0,0.13498906791210175,-0.3373800218105316,0.0,0.7098293304443359,0.5,1.0
19,0.2799353301525116,0.43756067752838135,0.28250399231910706,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5403295159339905,0.0,0.1357213854789734,-0.3360261917114258,0.0,0.7327190637588501,0.5,1.0
20,0.27780628204345703,0.41446900367736816,0.3077247142791748,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5432448983192444,0.0,0.13645368814468384,-0.3342345058917999,0.0,0.7535585165023804,0.5,1.0
21,0.27567705512046814,0.39137643575668335,0.3329465091228485,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5461603999137878,0.0,0.13718600571155548,-0.33200469613075256,0.0,0.7723492980003357,0.5,1.0
22,0.27354785799980164,0.36828434467315674,0.3581677973270416,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5490758419036865,0.0,0.13791830837726593,-0.329336941242218,0.0,0.7890903353691101,0.5,1.0
23,0.2714187800884247,0.34519219398498535,0.38338902592658997,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5519912838935852,0.0,0.13865062594413757,-0.3262312412261963,0.0,0.8037819266319275,0.5,1.0
24,0.26928961277008057,0.32210010290145874,0.4086102843284607,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5549067258834839,0.0,0.13938292860984802,-0.3226875364780426,0.0,0.8164241313934326,0.5,1.0
25,0.2671605944633484,0.29900792241096497,0.43383151292800903,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5578221678733826,0.0,0.14011524617671967,-0.31870588660240173,0.0,0.8270170092582703,0.5,1.0
26,0.2650313377380371,0.27591586112976074,0.45905280113220215,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5607376098632812,0.0,0.14084754884243011,-0.31428614258766174,0.0,0.8355603814125061,0.5,1.0
27,0.26290225982666016,0.25282368063926697,0.4842740297317505,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5636530518531799,0.0,0.14157986640930176,-0.30942845344543457,0.0,0.8420543074607849,0.5,1.0
28,0.26077306270599365,0.22973160445690155,0.5094953179359436,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5665684938430786,0.0,0.1423121690750122,-0.3041328191757202,0.0,0.846498966217041,0.5,1.0
29,0.2586438059806824,0.20663903653621674,0.5347171425819397,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5694839954376221,0.0,0.14304448664188385,-0.29839903116226196,0.0,0.8488941788673401,0.5,1.0
30,0.2565147876739502,0.18354734778404236,0.5599378347396851,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.572399377822876,0.0,0.1437767893075943,-0.29222750663757324,0.0,0.8492398858070374,0.5,1.0
31,0.2543855309486389,0.16045479476451874,0.5851596593856812,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5753148794174194,0.0,0.14450910687446594,-0.28561773896217346,0.0,0.8475363254547119,0.5,1.0
32,0.2522566318511963,0.13736310601234436,0.6103802919387817,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5782302618026733,0.0,0.1452414095401764,-0.278570294380188,0.0,0.8437833786010742,0.5,1.0
33,0.2501271367073059,0.1142706423997879,0.6356022357940674,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5811457633972168,0.0,0.14597371220588684,-0.2710845172405243,0.0,0.8379808664321899,0.5,1.0
34,0.2479981780052185,0.09117892384529114,0.6608229279518127,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5840611457824707,0.0,0.1467060148715973,-0.2631610929965973,0.0,0.8301292061805725,0.5,1.0
35,0.24586886167526245,0.06808637827634811,0.6860447525978088,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5869766473770142,0.0,0.14743833243846893,-0.2547993063926697,0.0,0.8202277421951294,0.5,1.0
36,0.24373972415924072,0.0449943020939827,0.7112659811973572,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5898920893669128,0.0,0.14817063510417938,-0.2459997683763504,0.0,0.8082771301269531,0.5,1.0
37,0.24161064624786377,0.021902136504650116,0.7364872097969055,2.0,1.0,0.0,0.0,1752,0.24609141051769257,0.5928075313568115,0.0,0.14890295267105103,-0.2367621809244156,0.0,0.794277012348175,0.5,1.0
38,0.001551806926727295,0.23805859684944153,0.7603896260261536,2.0,1.0,0.0,0.0,778,0.24609141051769257,0.595723032951355,0.0,0.14963527023792267,-0.22718001902103424,0.0,0.7784273028373718,0.5,1.0
39,0.031653404235839844,0.20833057165145874,0.7600160241127014,2.0,1.0,0.0,0.0,778,0.24609141051769257,0.5986384153366089,0.0,0.1503675878047943,-0.21918055415153503,0.0,0.7653163075447083,0.5,1.0
40,0.06175529956817627,0.1786019206047058,0.7596427798271179,2.0,1.0,0.0,0.0,778,0.24609141051769257,0.6015538573265076,0.0,0.15109987556934357,-0.21131141483783722,0.0,0.75226229429245,0.5,1.0
41,0.09185749292373657,0.14887328445911407,0.7592692375183105,2.0,1.0,0.0,0.0,778,0.24609141051769257,0.6044692993164062,0.0,0.1518321931362152,-0.20357266068458557,0.0,0.7392652034759521,0.5,1.0
42,0.1219601035118103,0.1191440224647522,0.7588958740234375,2.0,1.0,0.0,0.0,778,0.24609141051769257,0.6073848009109497,0.0,0.15256451070308685,-0.19596418738365173,0.0,0.7263249158859253,0.5,1.0
43,0.15206164121627808,0.08941600471735,0.7585223317146301,2.0,1.0,0.0,0.0,778,0.24609141051769257,0.6103001832962036,0.0,0.1532968133687973,-0.18848641216754913,0.0,0.7134421467781067,0.5,1.0
44,0.18216359615325928,0.05968737602233887,0.7581490278244019,2.0,1.0,0.0,0.0,778,0.24609141051769257,0.6132156252861023,0.0,0.15402911603450775,-0.18113897740840912,0.0,0.7006163001060486,0.5,1.0
45,0.212266206741333,0.029958082363009453,0.7577757239341736,2.0,1.0,0.0,0.0,778,0.24609141051769257,0.6161311268806458,0.0,0.1547614336013794,-0.17392177879810333,0.0,0.6878471970558167,0.5,1.0
46,0.24236834049224854,0.0002294719306519255,0.7574021816253662,2.0,1.0,0.0,0.0,778,0.24609141051769257,0.6190465688705444,0.0,0.15549375116825104,-0.16683512926101685,0.0,0.6751353144645691,0.5,1.0
47,0.03478837013244629,0.24029938876628876,0.7249122262001038,2.0,1.0,0.0,0.0,930,0.24609141051769257,0.6219620108604431,0.0,0.1562260538339615,-0.16101405024528503,0.0,0.6491524577140808,0.5,1.0
