ptnum,bary_x,bary_y,bary_z,Rout,Cd_x,Cd_y,Cd_z,faceid,theta,P_x,P_y,P_z,vortex_core_vel_x,vortex_core_vel_y,vortex_core_vel_z,Rin,gamma
0,0.4942311644554138,0.02151443064212799,0.4842544198036194,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.504385769367218,0.0,0.48538127541542053,-0.03067932277917862,0.0,-0.02001735381782055,0.699999988079071,1.0
1,0.45070353150367737,0.05287313833832741,0.4964233338832855,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.5077069401741028,0.0,0.48857730627059937,-0.07271528989076614,0.0,-0.04645325243473053,0.699999988079071,1.0
2,0.4071751832962036,0.08423227071762085,0.5085925459861755,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.5110281705856323,0.0,0.4917733669281006,-0.11157137155532837,0.0,-0.06963842362165451,0.699999988079071,1.0
3,0.36364758014678955,0.11559099704027176,0.5207614302635193,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.5143493413925171,0.0,0.4949693977832794,-0.1472465693950653,0.0,-0.08957227319478989,0.699999988079071,1.0
4,0.3201206922531128,0.14694924652576447,0.5329300761222839,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.5176704525947571,0.0,0.49816539883613586,-0.17974090576171875,0.0,-0.10625490546226501,0.699999988079071,1.0
5,0.2765923738479614,0.17830824851989746,0.5450993776321411,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.5209916830062866,0.0,0.5013614296913147,-0.2090555876493454,0.0,-0.11968682706356049,0.699999988079071,1.0
6,0.2330647110939026,0.20966710150241852,0.5572682023048401,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.5243128538131714,0.0,0.5045574903488159,-0.2351897656917572,0.0,-0.12986773252487183,0.699999988079071,1.0
7,0.1895371675491333,0.24102593958377838,0.5694369077682495,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.5276340246200562,0.0,0.5077535510063171,-0.2581435441970825,0.0,-0.13679765164852142,0.699999988079071,1.0
8,0.14600950479507446,0.27238479256629944,0.5816057324409485,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.5309551954269409,0.0,0.5109496116638184,-0.27791693806648254,0.0,-0.1404765099287033,0.699999988079071,1.0
9,0.1024811863899231,0.3037436306476593,0.59377521276474,3.0,1.0,0.0,0.0,603,2.3753931522369385,-0.5342764258384705,0.0,0.5141456127166748,-0.29450976848602295,0.0,-0.14090411365032196,0.699999988079071,1.0
