ptnum,bary_x,bary_y,bary_z,Rout,Cd_x,Cd_y,Cd_z,faceid,theta,P_x,P_y,P_z,vortex_core_vel_x,vortex_core_vel_y,vortex_core_vel_z,Rin,gamma
0,0.5752363204956055,0.01489473506808281,0.4098689556121826,3.0,1.0,0.0,0.0,627,5.410520553588867,0.44995126128196716,0.0,-0.5362311601638794,0.015823185443878174,0.0,0.014818694442510605,0.699999988079071,1.0
1,0.5634902119636536,0.03717062249779701,0.39933913946151733,3.0,1.0,0.0,0.0,627,5.410520553588867,0.4529139995574951,0.0,-0.539762020111084,0.03882337361574173,0.0,0.03640064597129822,0.699999988079071,1.0
2,0.5517439246177673,0.05944658815860748,0.3888095021247864,3.0,1.0,0.0,0.0,627,5.410520553588867,0.45587676763534546,0.0,-0.5432928800582886,0.061027489602565765,0.0,0.05728723853826523,0.699999988079071,1.0
3,0.5399978160858154,0.08172247558832169,0.3782797157764435,3.0,1.0,0.0,0.0,627,5.410520553588867,0.4588395059108734,0.0,-0.5468237400054932,0.08243536949157715,0.0,0.0774783343076706,0.699999988079071,1.0
4,0.5282517075538635,0.1039983481168747,0.3677499294281006,3.0,1.0,0.0,0.0,627,5.410520553588867,0.46180224418640137,0.0,-0.5503545999526978,0.10304708778858185,0.0,0.09697398543357849,0.699999988079071,1.0
5,0.5165055990219116,0.1262742280960083,0.3572201430797577,3.0,1.0,0.0,0.0,627,5.410520553588867,0.4647649824619293,0.0,-0.5538854598999023,0.12286265939474106,0.0,0.11577421426773071,0.699999988079071,1.0
6,0.5047593116760254,0.14855019748210907,0.34669047594070435,3.0,1.0,0.0,0.0,627,5.410520553588867,0.46772775053977966,0.0,-0.5574163198471069,0.14188216626644135,0.0,0.13387908041477203,0.699999988079071,1.0
7,0.4930132329463959,0.17082607746124268,0.33616068959236145,3.0,1.0,0.0,0.0,627,5.410520553588867,0.4706904888153076,0.0,-0.5609471797943115,0.16010543704032898,0.0,0.1512884497642517,0.699999988079071,1.0
8,0.48126712441444397,0.19310227036476135,0.32563063502311707,3.0,1.0,0.0,0.0,627,5.410520553588867,0.47365325689315796,0.0,-0.5644780993461609,0.17753277719020844,0.0,0.168002650141716,0.699999988079071,1.0
9,0.4695209562778473,0.21537816524505615,0.31510087847709656,3.0,1.0,0.0,0.0,627,5.410520553588867,0.4766159951686859,0.0,-0.5680089592933655,0.1941637396812439,0.0,0.18402117490768433,0.699999988079071,1.0
10,0.45777472853660583,0.23765411972999573,0.3045711815357208,3.0,1.0,0.0,0.0,627,5.410520553588867,0.47957876324653625,0.0,-0.5715398192405701,0.20999860763549805,0.0,0.19934429228305817,0.699999988079071,1.0
11,0.44602879881858826,0.259929895401001,0.29404130578041077,3.0,1.0,0.0,0.0,627,5.410520553588867,0.4825414717197418,0.0,-0.5750706791877747,0.22503715753555298,0.0,0.21397189795970917,0.699999988079071,1.0
12,0.43428269028663635,0.2822057902812958,0.2835114896297455,3.0,1.0,0.0,0.0,627,5.410520553588867,0.4855042099952698,0.0,-0.5786015391349792,0.23927965760231018,0.0,0.22790414094924927,0.699999988079071,1.0
13,0.4225364029407501,0.30448177456855774,0.2729818522930145,3.0,1.0,0.0,0.0,627,5.410520553588867,0.4884669780731201,0.0,-0.5821323990821838,0.25272610783576965,0.0,0.24114099144935608,0.699999988079071,1.0
14,0.41079026460647583,0.32675763964653015,0.26245206594467163,3.0,1.0,0.0,0.0,627,5.410520553588867,0.49142971634864807,0.0,-0.5856632590293884,0.2653762698173523,0.0,0.25368234515190125,0.699999988079071,1.0
15,0.399044007062912,0.3490336239337921,0.2519223988056183,3.0,1.0,0.0,0.0,627,5.410520553588867,0.4943924844264984,0.0,-0.589194118976593,0.2772304117679596,0.0,0.2655283212661743,0.699999988079071,1.0
16,0.38729798793792725,0.371309757232666,0.24139225482940674,3.0,1.0,0.0,0.0,627,5.410520553588867,0.49735522270202637,0.0,-0.5927250385284424,0.2882883548736572,0.0,0.27667900919914246,0.699999988079071,1.0
17,0.3755519688129425,0.39358529448509216,0.23086270689964294,3.0,1.0,0.0,0.0,627,5.410520553588867,0.5003179311752319,0.0,-0.5962558388710022,0.29854995012283325,0.0,0.2871339023113251,0.699999988079071,1.0
18,0.36380571126937866,0.41586124897003174,0.2203330397605896,3.0,1.0,0.0,0.0,627,5.410520553588867,0.5032806992530823,0.0,-0.5997866988182068,0.3080155849456787,0.0,0.29689356684684753,0.699999988079071,1.0
19,0.352059543132782,0.4381374716758728,0.20980298519134521,3.0,1.0,0.0,0.0,627,5.410520553588867,0.5062434673309326,0.0,-0.6033176183700562,0.31668514013290405,0.0,0.30595797300338745,0.699999988079071,1.0
20,0.340313196182251,0.46041348576545715,0.19927336275577545,3.0,1.0,0.0,0.0,627,5.410520553588867,0.509206235408783,0.0,-0.6068484783172607,0.3245584964752197,0.0,0.31432679295539856,0.699999988079071,1.0
21,0.3285673260688782,0.48268923163414,0.18874342739582062,3.0,1.0,0.0,0.0,627,5.410520553588867,0.5121689438819885,0.0,-0.6103793382644653,0.3316355049610138,0.0,0.3220001459121704,0.699999988079071,1.0
