ptnum,bary_x,bary_y,bary_z,Rout,faceid,theta,P_x,P_y,P_z,Rin,vortex_core_vel_x,vortex_core_vel_y,vortex_core_vel_z,gamma
19,0.16026091575622559,0.275967001914978,0.5637720823287964,2.0,1692,0.0,1.0380761623382568,0.0,3.3204989868806933e-09,1.0,-0.039873797446489334,0.0,0.8388660550117493,1.0
20,0.16869580745697021,0.2904917299747467,0.5408124923706055,2.0,1692,0.0,1.040080189704895,0.0,4.124625530010917e-09,1.0,-0.04096398130059242,0.0,0.8616675138473511,1.0
21,0.17713069915771484,0.305016428232193,0.5178529024124146,2.0,1692,0.0,1.0420842170715332,0.0,1.864638665693974e-09,1.0,-0.04195330664515495,0.0,0.8823339343070984,1.0
22,0.1855650544166565,0.3195402920246124,0.49489468336105347,2.0,1692,0.0,1.0440881252288818,0.0,2.9769200438067855e-09,1.0,-0.042841773480176926,0.0,0.90086430311203,1.0
23,0.19399994611740112,0.3340649902820587,0.47193509340286255,2.0,1692,0.0,1.04609215259552,0.0,7.16933290512145e-10,1.0,-0.04362941533327103,0.0,0.9172608256340027,1.0
24,0.2024347484111786,0.3485897183418274,0.448975533246994,2.0,1692,0.0,1.0480961799621582,0.0,3.4594827003076034e-09,1.0,-0.04431627690792084,0.0,0.9315222501754761,1.0
25,0.21086958050727844,0.36311444640159607,0.4260159432888031,2.0,1692,0.0,1.0501002073287964,0.0,4.263609465482432e-09,1.0,-0.044902268797159195,0.0,0.9436487555503845,1.0
26,0.21930447220802307,0.37763917446136475,0.4030563533306122,2.0,1692,0.0,1.0521042346954346,0.0,5.0677360086126555e-09,1.0,-0.0453873910009861,0.0,0.9536402821540833,1.0
27,0.2277393341064453,0.39216387271881104,0.38009679317474365,2.0,1692,0.0,1.0541082620620728,0.0,4.746171899938645e-09,1.0,-0.04577166959643364,0.0,0.9614968299865723,1.0
28,0.23617371916770935,0.4066877067089081,0.3571385443210602,2.0,1692,0.0,1.0561121702194214,0.0,8.559170039390551e-10,1.0,-0.04605507478117943,0.0,0.9672179818153381,1.0
29,0.2446085810661316,0.42121243476867676,0.33417898416519165,2.0,1692,0.0,1.0581161975860596,0.0,3.5984664137345135e-09,1.0,-0.046237681061029434,0.0,0.9708046317100525,1.0
30,0.25304341316223145,0.4357371926307678,0.31121939420700073,2.0,1692,0.0,1.0601202249526978,0.0,7.466706364311904e-09,1.0,-0.04631945863366127,0.0,0.9722562432289124,1.0
31,0.26147833466529846,0.4502618610858917,0.2882598340511322,2.0,1692,0.0,1.062124252319336,0.0,4.0810288481907264e-09,1.0,-0.04630033299326897,0.0,0.9715729355812073,1.0
32,0.2699131965637207,0.4647865891456604,0.2653002142906189,2.0,1692,0.0,1.0641282796859741,0.0,2.9467328577226226e-09,1.0,-0.046180397272109985,0.0,0.9687544703483582,1.0
33,0.2783479690551758,0.4793113172054291,0.24234066903591156,2.0,1692,0.0,1.0661323070526123,0.0,6.65849375636185e-09,1.0,-0.04595964774489403,0.0,0.9638010263442993,1.0
34,0.2867823541164398,0.4938351809978485,0.21938243508338928,2.0,1692,0.0,1.068136215209961,0.0,6.801563756653195e-09,1.0,-0.045638035982847214,0.0,0.9567131400108337,1.0
35,0.2952173054218292,0.5083598494529724,0.19642284512519836,2.0,1692,0.0,1.0701402425765991,0.0,1.4774632628444806e-09,1.0,-0.045215532183647156,0.0,0.9474899172782898,1.0
36,0.3036521375179291,0.5228846073150635,0.17346325516700745,2.0,1692,0.0,1.0721442699432373,0.0,5.345703435466476e-09,1.0,-0.04469223693013191,0.0,0.9361315965652466,1.0
37,0.3120869994163513,0.5374093055725098,0.15050368010997772,2.0,1692,0.0,1.0741482973098755,0.0,4.054927948970999e-09,1.0,-0.044068075716495514,0.0,0.9226382970809937,1.0
38,0.32052189111709595,0.551934003829956,0.1275440901517868,2.0,1692,0.0,1.0761523246765137,0.0,1.7949410846540559e-09,1.0,-0.043343063443899155,0.0,0.907010018825531,1.0
39,0.3289567828178406,0.5664587020874023,0.10458452254533768,2.0,1692,0.0,1.0781563520431519,0.0,9.887712870693122e-10,1.0,-0.04251721128821373,0.0,0.8892467617988586,1.0
40,0.33739161491394043,0.5809834599494934,0.08162494003772736,2.0,1692,0.0,1.08016037940979,0.0,5.341616926557435e-09,1.0,-0.041590526700019836,0.0,0.8693484663963318,1.0
41,0.3458259403705597,0.5955073237419128,0.05866672471165657,2.0,1692,0.0,1.0821642875671387,0.0,6.696201371170218e-09,1.0,-0.040563058108091354,0.0,0.8473165035247803,1.0
42,0.3542608320713043,0.6100320219993591,0.03570714220404625,2.0,1692,0.0,1.0841683149337769,0.0,4.9208201957640085e-09,1.0,-0.03943467140197754,0.0,0.8231483101844788,1.0
43,0.36269572377204895,0.6245567202568054,0.012747557833790779,2.0,1692,0.0,1.086172342300415,0.0,3.024287487107813e-09,1.0,-0.03820544481277466,0.0,0.7968451380729675,1.0
44,0.011578887701034546,0.6301323771476746,0.3582887351512909,2.0,1326,0.0,1.0881763696670532,0.0,9.665820366322464e-10,1.0,-0.037834469228982925,0.0,0.7739850282669067,1.0
45,0.03761163353919983,0.6245370507240295,0.33785131573677063,2.0,1326,0.0,1.0901803970336914,0.0,5.437698069599151e-10,1.0,-0.038669511675834656,0.0,0.7576776742935181,1.0
46,0.06364437937736511,0.6189417243003845,0.31741389632225037,2.0,1326,0.0,1.0921844244003296,0.0,1.2095757728758372e-10,1.0,-0.03955546393990517,0.0,0.741622805595398,1.0
47,0.08967551589012146,0.6133467555046082,0.2969777286052704,2.0,1326,0.0,1.0941883325576782,0.0,9.040693749184925e-10,1.0,-0.04049227014183998,0.0,0.7258214950561523,1.0
48,0.11570820212364197,0.6077514290809631,0.2765403687953949,2.0,1326,0.0,1.0961923599243164,0.0,-8.35907232321631e-10,1.0,-0.041480034589767456,0.0,0.7102718353271484,1.0
49,0.14174094796180725,0.6021561026573181,0.25610294938087463,2.0,1326,0.0,1.0981963872909546,0.0,-1.2587194619939623e-09,1.0,-0.04251871258020401,0.0,0.6949746012687683,1.0
50,0.16777363419532776,0.5965608358383179,0.23566552996635437,2.0,1326,0.0,1.1002004146575928,0.0,3.1295308566825497e-09,1.0,-0.04360830411314964,0.0,0.6799300312995911,1.0
51,0.19380632042884827,0.5909655094146729,0.21522817015647888,2.0,1326,0.0,1.102204442024231,0.0,1.3895543604647287e-09,1.0,-0.04474879801273346,0.0,0.6651379466056824,1.0
52,0.21983906626701355,0.5853701829910278,0.19479075074195862,2.0,1326,0.0,1.1042084693908691,0.0,9.667421307923973e-10,1.0,-0.045940205454826355,0.0,0.650598406791687,1.0
53,0.24587027728557587,0.5797751545906067,0.17435456812381744,2.0,1326,0.0,1.1062123775482178,0.0,-2.7319175810447405e-09,1.0,-0.047182440757751465,0.0,0.6363122463226318,1.0
54,0.27190303802490234,0.5741798281669617,0.15391714870929718,2.0,1326,0.0,1.108216404914856,0.0,-3.154729810717072e-09,1.0,-0.04847566410899162,0.0,0.6222777962684631,1.0
55,0.29793572425842285,0.5685845017433167,0.1334797590970993,2.0,1326,0.0,1.1102204322814941,0.0,-4.236124340195602e-09,1.0,-0.04981979355216026,0.0,0.608495831489563,1.0
56,0.3239684998989105,0.5629891753196716,0.11304233223199844,2.0,1326,0.0,1.1122244596481323,0.0,-4.494291161449837e-09,1.0,-0.05121483653783798,0.0,0.5949665307998657,1.0
57,0.35000115633010864,0.5573939085006714,0.09260494261980057,2.0,1326,0.0,1.1142284870147705,0.0,-7.646226984903137e-10,1.0,-0.05266079306602478,0.0,0.581689715385437,1.0
58,0.37603387236595154,0.5517985820770264,0.07216755300760269,2.0,1326,0.0,1.1162325143814087,0.0,-1.8460171169465411e-09,1.0,-0.05415765196084976,0.0,0.5686654448509216,1.0
59,0.4020650088787079,0.54620361328125,0.05173137038946152,2.0,1326,0.0,1.1182364225387573,0.0,-7.336142804348356e-10,1.0,-0.05570532754063606,0.0,0.5558944940567017,1.0
60,0.42809775471687317,0.540608286857605,0.031293950974941254,2.0,1326,0.0,1.1202404499053955,0.0,-1.156426510107167e-09,1.0,-0.057304006069898605,0.0,0.5433753132820129,1.0
61,0.45413047075271606,0.53501296043396,0.010856562294065952,2.0,1326,0.0,1.1222444772720337,0.0,-2.258401687882383e-09,1.0,-0.05895359069108963,0.0,0.5311086773872375,1.0
62,0.008886009454727173,0.5243344306945801,0.46677955985069275,2.0,984,0.0,1.1242485046386719,0.0,-3.244266522095529e-10,1.0,-0.05936000868678093,0.0,0.5222418904304504,1.0
63,0.027841180562973022,0.507895827293396,0.464262992143631,2.0,984,0.0,1.12625253200531,0.0,-8.034262699574413e-10,1.0,-0.05834069103002548,0.0,0.5170159339904785,1.0
64,0.04679635167121887,0.4914572536945343,0.4617464244365692,2.0,984,0.0,1.1282565593719482,0.0,-9.630567454621541e-10,1.0,-0.057358335703611374,0.0,0.5118001699447632,1.0
65,0.0657503604888916,0.475019633769989,0.4592300057411194,2.0,984,0.0,1.1302604675292969,0.0,-1.333685606397239e-09,1.0,-0.056412991136312485,0.0,0.5065947771072388,1.0
66,0.08470556139945984,0.45858103036880493,0.45671340823173523,2.0,984,0.0,1.132264494895935,0.0,2.7347696329727e-10,1.0,-0.05550454929471016,0.0,0.5013992190361023,1.0
67,0.10366073250770569,0.44214242696762085,0.45419684052467346,2.0,984,0.0,1.1342685222625732,0.0,-2.0552265445061835e-10,1.0,-0.05463306978344917,0.0,0.4962138235569,1.0
68,0.12261584401130676,0.42570385336875916,0.4516802728176117,2.0,984,0.0,1.1362725496292114,0.0,-3.651531299553312e-10,1.0,-0.05379854515194893,0.0,0.49103856086730957,1.0
69,0.1415710151195526,0.4092652499675751,0.4491637051105499,2.0,984,0.0,1.1382765769958496,0.0,-8.441527477032196e-10,1.0,-0.053000982850790024,0.0,0.48587343096733093,1.0
70,0.16052618622779846,0.392826646566391,0.44664713740348816,2.0,984,0.0,1.1402806043624878,0.0,-1.323152365451108e-09,1.0,-0.05224037915468216,0.0,0.4807184338569641,1.0
71,0.1794813871383667,0.3763880431652069,0.444130539894104,2.0,984,0.0,1.142284631729126,0.0,2.840102042434012e-10,1.0,-0.051516734063625336,0.0,0.4755735695362091,1.0
72,0.1984354555606842,0.35995039343833923,0.4416141211986542,2.0,984,0.0,1.1442885398864746,0.0,-4.0598779893485926e-10,1.0,-0.050830088555812836,0.0,0.4704391360282898,1.0
73,0.21739062666893005,0.34351179003715515,0.4390975534915924,2.0,984,0.0,1.1462925672531128,0.0,-8.849874166827476e-10,1.0,-0.05018036067485809,0.0,0.4653145670890808,1.0
74,0.2363457977771759,0.32707318663597107,0.43658098578453064,2.0,984,0.0,1.148296594619751,0.0,-1.363987034430636e-09,1.0,-0.04956759139895439,0.0,0.46020010113716125,1.0
75,0.25530096888542175,0.310634583234787,0.43406441807746887,2.0,984,0.0,1.1503006219863892,0.0,-1.8429866521785243e-09,1.0,-0.04899178072810173,0.0,0.4550957977771759,1.0
76,0.2742561399936676,0.2941960394382477,0.4315478503704071,2.0,984,0.0,1.1523046493530273,0.0,-1.6832479854400617e-09,1.0,-0.048452939838171005,0.0,0.45000168681144714,1.0
77,0.2932102084159851,0.27775838971138,0.4290314316749573,2.0,984,0.0,1.154308557510376,0.0,-2.3732460441294734e-09,1.0,-0.04795107617974281,0.0,0.4449179470539093,1.0
78,0.31216540932655334,0.2613197863101959,0.4265148341655731,2.0,984,0.0,1.1563125848770142,0.0,-7.66083418923813e-10,1.0,-0.04748614504933357,0.0,0.439844012260437,1.0
79,0.3311205208301544,0.24488119781017303,0.42399826645851135,2.0,984,0.0,1.1583166122436523,0.0,-1.085398437794538e-09,1.0,-0.047058168798685074,0.0,0.4347802400588989,1.0
80,0.35007569193840027,0.22844259440898895,0.4214816987514496,2.0,984,0.0,1.1603206396102905,0.0,-1.5643980555424264e-09,1.0,-0.046667154878377914,0.0,0.42972660064697266,1.0
81,0.3690308630466461,0.21200400590896606,0.4189651310443878,2.0,984,0.0,1.1623246669769287,0.0,-1.883713185435454e-09,1.0,-0.046313099563121796,0.0,0.4246831238269806,1.0
82,0.38798603415489197,0.19556540250778198,0.41644856333732605,2.0,984,0.0,1.164328694343567,0.0,-2.3627126921610397e-09,1.0,-0.04599600285291672,0.0,0.41964974999427795,1.0
83,0.4069412350654602,0.1791267991065979,0.4139319658279419,2.0,984,0.0,1.166332721710205,0.0,-7.555501779776819e-10,1.0,-0.04571586847305298,0.0,0.4146265387535095,1.0
84,0.4258953332901001,0.16268916428089142,0.4114155173301697,2.0,984,0.0,1.1683366298675537,0.0,8.002986051636185e-10,1.0,-0.045472703874111176,0.0,0.4096137285232544,1.0
85,0.44485050439834595,0.14625056087970734,0.4088989496231079,2.0,984,0.0,1.170340657234192,0.0,3.2129895966015454e-10,1.0,-0.04526648670434952,0.0,0.4046107828617096,1.0
86,0.46380558609962463,0.12981197237968445,0.40638241171836853,2.0,984,0.0,1.17234468460083,0.0,-2.084178163386241e-09,1.0,-0.0450972244143486,0.0,0.3996179401874542,1.0
87,0.4827607572078705,0.11337337642908096,0.40386584401130676,2.0,984,0.0,1.1743487119674683,0.0,-2.483335537206699e-09,1.0,-0.04496492072939873,0.0,0.39463528990745544,1.0
88,0.501715898513794,0.09693478047847748,0.401349276304245,2.0,984,0.0,1.1763527393341064,0.0,-2.882492911027157e-09,1.0,-0.04486957937479019,0.0,0.3896627128124237,1.0
89,0.5206711292266846,0.08049618452787399,0.39883267879486084,2.0,984,0.0,1.1783567667007446,0.0,-1.195488041894066e-09,1.0,-0.044811200350522995,0.0,0.38470032811164856,1.0
90,0.5396252274513245,0.06405855715274811,0.3963162302970886,2.0,984,0.0,1.1803606748580933,0.0,4.402029574190891e-10,1.0,-0.04478977620601654,0.0,0.3797483742237091,1.0
91,0.5585803985595703,0.047619957476854324,0.39379966259002686,2.0,984,0.0,1.1823647022247314,0.0,1.1244824515976859e-12,1.0,-0.04480531066656113,0.0,0.3748062551021576,1.0
92,0.5775355696678162,0.031181346625089645,0.3912830948829651,2.0,984,0.0,1.1843687295913696,0.0,-5.577174277959784e-10,1.0,-0.04485780745744705,0.0,0.3698742389678955,1.0
93,0.596490740776062,0.01474275067448616,0.3887665271759033,2.0,984,0.0,1.1863727569580078,0.0,-9.568748016164363e-10,1.0,-0.04494725912809372,0.0,0.3649523854255676,1.0
94,0.0016255974769592285,0.6144464612007141,0.38392794132232666,2.0,417,0.0,1.188376784324646,0.0,-4.199316006037179e-09,1.0,-0.04454163461923599,0.0,0.3600205183029175,1.0
95,0.01738300919532776,0.623714029788971,0.3589029610157013,2.0,417,0.0,1.1903808116912842,0.0,-2.652914554701624e-09,1.0,-0.03948064520955086,0.0,0.35468652844429016,1.0
96,0.03313946723937988,0.63298100233078,0.3338795304298401,2.0,417,0.0,1.1923847198486328,0.0,-3.5672576004230905e-09,1.0,-0.03433521091938019,0.0,0.3489324748516083,1.0
97,0.04889687895774841,0.6422485709190369,0.3088545501232147,2.0,417,0.0,1.194388747215271,0.0,-2.0208561490875354e-09,1.0,-0.029104700312018394,0.0,0.3427577018737793,1.0
98,0.06465432047843933,0.6515160799026489,0.28382959961891174,2.0,417,0.0,1.1963927745819092,0.0,-5.873732167316348e-09,1.0,-0.02378942258656025,0.0,0.3361625671386719,1.0
99,0.08041167259216309,0.6607836484909058,0.25880467891693115,2.0,417,0.0,1.1983968019485474,0.0,-1.8734243045770427e-09,1.0,-0.018389401957392693,0.0,0.3291470408439636,1.0
100,0.09616908431053162,0.6700512170791626,0.2337796986103058,2.0,417,0.0,1.2004008293151855,0.0,-3.2702274221918515e-10,1.0,-0.01290459930896759,0.0,0.32171109318733215,1.0
101,0.11192654073238373,0.6793187260627747,0.2087547332048416,2.0,417,0.0,1.2024048566818237,0.0,-4.793375030232028e-09,1.0,-0.007335027679800987,0.0,0.31385478377342224,1.0
102,0.12768399715423584,0.6885862350463867,0.18372976779937744,2.0,417,0.0,1.204408884048462,0.0,-9.259727207222568e-09,1.0,-0.0016806930070742965,0.0,0.3055780827999115,1.0
103,0.14344041049480438,0.6978532671928406,0.15870632231235504,2.0,417,0.0,1.2064127922058105,0.0,-4.161316624617939e-09,1.0,0.004058042075484991,0.0,0.2968815565109253,1.0
104,0.15919776260852814,0.7071208357810974,0.13368140161037445,2.0,417,0.0,1.2084168195724487,0.0,-1.6100903943438993e-10,1.0,0.009881878271698952,0.0,0.2877641022205353,1.0
105,0.17495521903038025,0.7163883447647095,0.10865643620491028,2.0,417,0.0,1.210420846939087,0.0,-4.627361605002989e-09,1.0,0.01579049788415432,0.0,0.27822625637054443,1.0
106,0.19071261584758759,0.7256559133529663,0.0836314707994461,2.0,417,0.0,1.212424874305725,0.0,-2.467483328771891e-09,1.0,0.021783875301480293,0.0,0.26826804876327515,1.0
107,0.20647001266479492,0.7349234819412231,0.058606501668691635,2.0,417,0.0,1.2144289016723633,0.0,-4.6097442529813293e-10,1.0,0.02786201611161232,0.0,0.25788941979408264,1.0
108,0.22222650051116943,0.7441904544830322,0.03358304873108864,2.0,417,0.0,1.216432809829712,0.0,-2.2955324308071567e-09,1.0,0.034024547785520554,0.0,0.24709109961986542,1.0
109,0.23798395693302155,0.7534579634666443,0.008558081462979317,2.0,417,0.0,1.21843683719635,0.0,-6.838569266420791e-09,1.0,0.040272217243909836,0.0,0.23587173223495483,1.0
110,0.012434318661689758,0.7453106045722961,0.2422550767660141,2.0,1640,0.0,1.2204408645629883,0.0,2.4623174610383103e-09,1.0,0.040861066430807114,0.0,0.2315961718559265,1.0
111,0.03133085370063782,0.7281123995780945,0.2405567467212677,2.0,1640,0.0,1.2224448919296265,0.0,1.376091796068124e-09,1.0,0.03851623833179474,0.0,0.23103079199790955,1.0
112,0.050227344036102295,0.7109142541885376,0.2388584017753601,2.0,1640,0.0,1.2244489192962646,0.0,2.393076625750723e-09,1.0,0.03621584549546242,0.0,0.2304108589887619,1.0
113,0.06912374496459961,0.6937161684036255,0.2371600866317749,2.0,1640,0.0,1.2264529466629028,0.0,9.902521025395572e-10,1.0,0.03395989537239075,0.0,0.22973637282848358,1.0
114,0.0880202203989029,0.6765180230140686,0.2354617565870285,2.0,1640,0.0,1.228456974029541,0.0,4.995636126992054e-10,1.0,0.031748365610837936,0.0,0.22900733351707458,1.0
115,0.10691553354263306,0.6593209505081177,0.23376351594924927,2.0,1640,0.0,1.2304608821868896,0.0,1.6825063564596121e-09,1.0,0.029581395909190178,0.0,0.2282238006591797,1.0
116,0.12581202387809753,0.6421228051185608,0.23206517100334167,2.0,1640,0.0,1.2324649095535278,0.0,2.6994912971645135e-09,1.0,0.02745872177183628,0.0,0.22738566994667053,1.0
117,0.1447085440158844,0.6249246001243591,0.23036685585975647,2.0,1640,0.0,1.234468936920166,0.0,1.0559209062677155e-10,1.0,0.02538047730922699,0.0,0.2264929711818695,1.0
118,0.1636049747467041,0.607726514339447,0.22866851091384888,2.0,1640,0.0,1.2364729642868042,0.0,1.7181142064615074e-09,1.0,0.0233466699719429,0.0,0.225545734167099,1.0
119,0.18250145018100739,0.5905283689498901,0.22697018086910248,2.0,1640,0.0,1.2384769916534424,0.0,1.2274257166211555e-09,1.0,0.02135729044675827,0.0,0.224543958902359,1.0
120,0.20139676332473755,0.5733312964439392,0.22527194023132324,2.0,1640,0.0,1.240480899810791,0.0,2.41036834935926e-09,1.0,0.019412456080317497,0.0,0.22348769009113312,1.0
121,0.22029323875904083,0.5561331510543823,0.22357361018657684,2.0,1640,0.0,1.2424849271774292,0.0,1.9196799705412104e-09,1.0,0.01751193404197693,0.0,0.22237679362297058,1.0
122,0.2391897290945053,0.5389350056648254,0.22187526524066925,2.0,1640,0.0,1.2444889545440674,0.0,2.936664689201507e-09,1.0,0.015655839815735817,0.0,0.22121135890483856,1.0
123,0.2580861449241638,0.5217369198799133,0.22017695009708405,2.0,1640,0.0,1.2464929819107056,0.0,1.5338402770126436e-09,1.0,0.013844183646142483,0.0,0.21999138593673706,1.0
124,0.2769826650619507,0.5045387148857117,0.21847860515117645,2.0,1640,0.0,1.2484970092773438,0.0,1.955287931565408e-09,1.0,0.01207694597542286,0.0,0.2187168300151825,1.0
125,0.29587915539741516,0.4873405694961548,0.21678027510643005,2.0,1640,0.0,1.250501036643982,0.0,1.4645993307027538e-09,1.0,0.01035414356738329,0.0,0.21738775074481964,1.0
126,0.3147755563259125,0.4701424539089203,0.21508195996284485,2.0,1640,0.0,1.2525050640106201,0.0,-2.359938355844804e-10,1.0,0.008675779215991497,0.0,0.21600410342216492,1.0
127,0.3336709141731262,0.452945351600647,0.2133837193250656,2.0,1640,0.0,1.2545089721679688,0.0,6.491802650998579e-10,1.0,0.0070419334806501865,0.0,0.21456600725650787,1.0
128,0.3525673747062683,0.4357472360134125,0.21168537437915802,2.0,1640,0.0,1.256512999534607,0.0,1.963933682347374e-09,1.0,0.005452420562505722,0.0,0.21307328343391418,1.0
129,0.3714638352394104,0.418549120426178,0.20998704433441162,2.0,1640,0.0,1.2585170269012451,0.0,1.771013891094242e-09,1.0,0.003907339181751013,0.0,0.21152600646018982,1.0
130,0.3903603255748749,0.4013510048389435,0.20828869938850403,2.0,1640,0.0,1.2605210542678833,0.0,3.0857674193640605e-09,1.0,0.0024066846817731857,0.0,0.20992417633533478,1.0
131,0.40925687551498413,0.3841527998447418,0.20659035444259644,2.0,1640,0.0,1.2625250816345215,0.0,3.5072149628945226e-09,1.0,0.0009504561894573271,0.0,0.20826779305934906,1.0
132,0.4281521439552307,0.3669556975364685,0.2048921436071396,2.0,1640,0.0,1.2645289897918701,0.0,1.377042369021808e-09,1.0,-0.00046124629443511367,0.0,0.20655693113803864,1.0
133,0.44704973697662354,0.34975653886795044,0.20319370925426483,2.0,1640,0.0,1.2665331363677979,0.0,1.3159332512557853e-09,1.0,-0.0018286901758983731,0.0,0.2047913372516632,1.0
134,0.4659450650215149,0.3325594365596771,0.2014954686164856,2.0,1640,0.0,1.2685370445251465,0.0,2.2011072964289724e-09,1.0,-0.0031515436712652445,0.0,0.202971413731575,1.0
135,0.48484161496162415,0.31536129117012024,0.199797123670578,2.0,1640,0.0,1.2705410718917847,0.0,3.218092237133874e-09,1.0,-0.004430052358657122,0.0,0.20109684765338898,1.0
136,0.5037380456924438,0.29816317558288574,0.1980988085269928,2.0,1640,0.0,1.2725450992584229,0.0,1.5174990153354884e-09,1.0,-0.005664121825248003,0.0,0.19916771352291107,1.0
137,0.5226345062255859,0.28096503019332886,0.1964004784822464,2.0,1640,0.0,1.274549126625061,0.0,1.0268105254951365e-09,1.0,-0.006853763945400715,0.0,0.1971840113401413,1.0
138,0.541530966758728,0.263766884803772,0.1947021335363388,2.0,1640,0.0,1.2765531539916992,0.0,2.0437953551777355e-09,1.0,-0.007998976856470108,0.0,0.19514577090740204,1.0
139,0.5604262948036194,0.24656979739665985,0.19300389289855957,2.0,1640,0.0,1.2785570621490479,0.0,3.0778537496445324e-09,1.0,-0.009099694900214672,0.0,0.19305311143398285,1.0
140,0.5793227553367615,0.22937165200710297,0.19130557775497437,2.0,1640,0.0,1.280561089515686,0.0,1.0794919402812297e-09,1.0,-0.010156046599149704,0.0,0.19090576469898224,1.0
141,0.5982192754745483,0.21217352151870728,0.18960723280906677,2.0,1640,0.0,1.2825651168823242,0.0,2.245361230279741e-09,1.0,-0.011167975142598152,0.0,0.18870390951633453,1.0
142,0.6171157360076904,0.1949753761291504,0.18790890276432037,2.0,1640,0.0,1.2845691442489624,0.0,1.7546726294170867e-09,1.0,-0.012135467492043972,0.0,0.18644745647907257,1.0
143,0.6360121965408325,0.1777772456407547,0.18621055781841278,2.0,1640,0.0,1.2865731716156006,0.0,2.9205418083932955e-09,1.0,-0.01305853296071291,0.0,0.18413646519184113,1.0
144,0.6549086570739746,0.16057910025119781,0.18451222777366638,2.0,1640,0.0,1.2885771989822388,0.0,2.429853207530641e-09,1.0,-0.013937165029346943,0.0,0.181770920753479,1.0
145,0.6738051176071167,0.14338096976280212,0.18281391263008118,2.0,1640,0.0,1.290581226348877,0.0,5.803758029720996e-10,1.0,-0.014771366491913795,0.0,0.1793508380651474,1.0
146,0.6927004456520081,0.1261838674545288,0.18111567199230194,2.0,1640,0.0,1.2925851345062256,0.0,1.4655499036564379e-09,1.0,-0.015561092644929886,0.0,0.17687635123729706,1.0
147,0.7115969657897949,0.10898572206497192,0.17941732704639435,2.0,1640,0.0,1.2945891618728638,0.0,2.4825346223167344e-09,1.0,-0.01630644127726555,0.0,0.1743471622467041,1.0
148,0.730493426322937,0.09178758412599564,0.17771899700164795,2.0,1640,0.0,1.296593189239502,0.0,2.066288473656641e-09,1.0,-0.017007354646921158,0.0,0.17176342010498047,1.0
149,0.7493898272514343,0.07458946108818054,0.17602066695690155,2.0,1640,0.0,1.2985972166061401,0.0,1.7989263412232503e-09,1.0,-0.01766383647918701,0.0,0.16912512481212616,1.0
150,0.7682863473892212,0.057391319423913956,0.17432233691215515,2.0,1640,0.0,1.3006012439727783,0.0,1.3454589664618766e-09,1.0,-0.018275892361998558,0.0,0.16643230617046356,1.0
151,0.7871816754341125,0.04019421339035034,0.17262409627437592,2.0,1640,0.0,1.302605152130127,0.0,2.1934121186006905e-09,1.0,-0.018843483179807663,0.0,0.16368506848812103,1.0
152,0.8060781955718994,0.022996069863438606,0.17092575132846832,2.0,1640,0.0,1.3046091794967651,0.0,3.2290072837781736e-09,1.0,-0.019366683438420296,0.0,0.16088314354419708,1.0
153,0.8249746561050415,0.0057979365810751915,0.16922743618488312,2.0,1640,0.0,1.3066132068634033,0.0,1.3516140429103984e-09,1.0,-0.019845446571707726,0.0,0.15802666544914246,1.0
154,0.011048451066017151,0.8308692574501038,0.1580822914838791,2.0,1130,0.0,1.3086172342300415,0.0,-3.2767761837249054e-09,1.0,-0.02087239734828472,0.0,0.15692849457263947,1.0
155,0.027715831995010376,0.8301514983177185,0.14213266968727112,2.0,1130,0.0,1.3106212615966797,0.0,6.504274896457218e-10,1.0,-0.022188959643244743,0.0,0.15677188336849213,1.0
156,0.04438328742980957,0.8294336795806885,0.12618303298950195,2.0,1130,0.0,1.3126252889633179,0.0,-1.1284146950174545e-09,1.0,-0.0235003475099802,0.0,0.15664984285831451,1.0
157,0.061050668358802795,0.8287159204483032,0.11023341119289398,2.0,1130,0.0,1.314629316329956,0.0,2.798788756308568e-09,1.0,-0.024806566536426544,0.0,0.15656235814094543,1.0
158,0.07771709561347961,0.827998161315918,0.09428474307060242,2.0,1130,0.0,1.3166332244873047,0.0,2.5705040318513284e-09,1.0,-0.026107532903552055,0.0,0.15650945901870728,1.0
159,0.09438454359769821,0.8272803425788879,0.07833511382341385,2.0,1130,0.0,1.3186372518539429,0.0,7.591970940801218e-10,1.0,-0.02740340679883957,0.0,0.15649111568927765,1.0
160,0.11105193197727203,0.8265625834465027,0.06238548457622528,2.0,1130,0.0,1.320641279220581,0.0,4.718865298514174e-09,1.0,-0.028694111853837967,0.0,0.15650734305381775,1.0
161,0.12771937251091003,0.8258447647094727,0.04643585532903671,2.0,1130,0.0,1.3226453065872192,0.0,2.907558416254119e-09,1.0,-0.0299796424806118,0.0,0.15655814111232758,1.0
162,0.14438676834106445,0.8251270055770874,0.030486227944493294,2.0,1130,0.0,1.3246493339538574,0.0,6.8591106128224055e-09,1.0,-0.03126000240445137,0.0,0.15664350986480713,1.0
163,0.16105325520038605,0.8244091868400574,0.014537557028234005,2.0,1130,0.0,1.326653242111206,0.0,8.720247857141317e-10,1.0,-0.032535113394260406,0.0,0.15676343441009521,1.0
164,0.001610100269317627,0.8221709132194519,0.17621898651123047,2.0,694,0.0,1.3286573886871338,0.0,-4.708495815464175e-10,1.0,-0.03357784077525139,0.0,0.156635582447052,1.0
