ptnum,bary_x,bary_y,bary_z,Rout,Cd_x,Cd_y,Cd_z,faceid,theta,P_x,P_y,P_z,vortex_core_vel_x,vortex_core_vel_y,vortex_core_vel_z,Rin,gamma
0,0.7501785755157471,0.013833455741405487,0.23598794639110565,3.0,1.0,0.0,0.0,612,1.570796251296997,5.086887711058807e-08,0.0,0.699999988079071,-0.01881355419754982,0.0,-0.007432186976075172,0.699999988079071,1.0
1,0.7516225576400757,0.04062976315617561,0.2077477127313614,3.0,1.0,0.0,0.0,612,1.570796251296997,5.104051581383828e-08,0.0,0.704609215259552,-0.0533621720969677,0.0,-0.021604562178254128,0.699999988079071,1.0
2,0.7530664205551147,0.06742607057094574,0.17950747907161713,3.0,1.0,0.0,0.0,612,1.570796251296997,5.121215806980217e-08,0.0,0.709218442440033,-0.08541189134120941,0.0,-0.03548112511634827,0.699999988079071,1.0
3,0.7545104026794434,0.09422237426042557,0.15126724541187286,3.0,1.0,0.0,0.0,612,1.570796251296997,5.190567975432714e-08,0.0,0.7138276696205139,-0.11496271938085556,0.0,-0.04906188324093819,0.699999988079071,1.0
4,0.7559543251991272,0.12101833522319794,0.12302733957767487,3.0,1.0,0.0,0.0,612,1.570796251296997,5.7034871048244895e-08,0.0,0.7184368371963501,-0.1420143097639084,0.0,-0.06234666705131531,0.699999988079071,1.0
5,0.757398247718811,0.14781464636325836,0.0947871059179306,3.0,1.0,0.0,0.0,612,1.570796251296997,5.6684633875647705e-08,0.0,0.723046064376831,-0.1665673851966858,0.0,-0.07533581554889679,0.699999988079071,1.0
6,0.7588421702384949,0.1746109575033188,0.06654687225818634,3.0,1.0,0.0,0.0,612,1.570796251296997,5.6334396703050515e-08,0.0,0.727655291557312,-0.18862156569957733,0.0,-0.0880291610956192,0.699999988079071,1.0
7,0.7602860927581787,0.20140725374221802,0.03830663859844208,3.0,1.0,0.0,0.0,612,1.570796251296997,5.807167369198396e-08,0.0,0.732264518737793,-0.20817683637142181,0.0,-0.10042668879032135,0.699999988079071,1.0
8,0.7617300748825073,0.22820356488227844,0.010066406801342964,3.0,1.0,0.0,0.0,612,1.570796251296997,5.7473840797683806e-08,0.0,0.7368737459182739,-0.22523324191570282,0.0,-0.11252842098474503,0.699999988079071,1.0
9,0.2433968037366867,0.7470936179161072,0.009509572759270668,3.0,1.0,0.0,0.0,1430,1.570796251296997,6.507117689125153e-08,0.0,0.7414829730987549,-0.24403516948223114,0.0,-0.11362611502408981,0.699999988079071,1.0
