ptnum,bary_x,bary_y,bary_z,Rout,Cd_x,Cd_y,Cd_z,faceid,theta,P_x,P_y,P_z,vortex_core_vel_x,vortex_core_vel_y,vortex_core_vel_z,Rin,gamma
0,0.3875151574611664,0.5899350643157959,0.02254977822303772,2.0,1.0,0.0,0.0,933,5.216561794281006,0.24154166877269745,0.0,-0.43778717517852783,0.053814150393009186,0.0,0.03397461771965027,0.5,1.0
1,0.372620552778244,0.5735933184623718,0.053786132484674454,2.0,1.0,0.0,0.0,933,5.216561794281006,0.24299383163452148,0.0,-0.44041919708251953,0.1255386471748352,0.0,0.07937672734260559,0.5,1.0
2,0.35772639513015747,0.5572517514228821,0.08502185344696045,2.0,1.0,0.0,0.0,933,5.216561794281006,0.24444597959518433,0.0,-0.44305115938186646,0.19398657977581024,0.0,0.12284970283508301,0.5,1.0
3,0.34283211827278137,0.5409099459648132,0.1162579283118248,2.0,1.0,0.0,0.0,933,5.216561794281006,0.24589814245700836,0.0,-0.44568315148353577,0.2591601610183716,0.0,0.16439494490623474,0.5,1.0
4,0.3279379606246948,0.5245683789253235,0.1474936455488205,2.0,1.0,0.0,0.0,933,5.216561794281006,0.2473502904176712,0.0,-0.4483151137828827,0.32105785608291626,0.0,0.20401152968406677,0.5,1.0
5,0.31304338574409485,0.5082266330718994,0.17872998118400574,2.0,1.0,0.0,0.0,933,5.216561794281006,0.24880245327949524,0.0,-0.4509471356868744,0.37968161702156067,0.0,0.241700679063797,0.5,1.0
6,0.2981492280960083,0.4918850362300873,0.20996570587158203,2.0,1.0,0.0,0.0,933,5.216561794281006,0.2502546012401581,0.0,-0.4535790979862213,0.43502911925315857,0.0,0.27746084332466125,0.5,1.0
7,0.28325459361076355,0.47554343938827515,0.2412019670009613,2.0,1.0,0.0,0.0,933,5.216561794281006,0.2517067492008209,0.0,-0.456211119890213,0.4871023893356323,0.0,0.31129348278045654,0.5,1.0
8,0.2683606743812561,0.4592018723487854,0.2724374532699585,2.0,1.0,0.0,0.0,933,5.216561794281006,0.25315889716148376,0.0,-0.45884305238723755,0.53589928150177,0.0,0.3431969881057739,0.5,1.0
9,0.25346627831459045,0.4428599178791046,0.3036738336086273,2.0,1.0,0.0,0.0,933,5.216561794281006,0.254611074924469,0.0,-0.46147507429122925,0.5814224481582642,0.0,0.37317320704460144,0.5,1.0
