ptnum,id,harmonic_vel_x,harmonic_vel_y,harmonic_vel_z,harmonic_coeff,P_x,P_y,P_z,coexact_vel_x,coexact_vel_y,coexact_vel_z,velocity_x,velocity_y,velocity_z,gamma
761,0,0.017809299752116203,-0.0,-0.00972727220505476,-0.1128421500325203,0.8838522434234619,0.0,1.6242378950119019,0.42545416951179504,0.0,-0.2644585072994232,0.4432634711265564,0.0,-0.27418577671051025,1.0
762,0,0.01780018024146557,-0.0,-0.0096577825024724,-0.11263407766819,0.8793878555297852,0.0,1.6270105838775635,0.43208447098731995,0.0,-0.2709069848060608,0.4498846232891083,0.0,-0.2805647850036621,1.0
763,0,0.017788076773285866,-0.0,-0.009585699997842312,-0.11240620166063309,0.8748489618301392,0.0,1.629853367805481,0.44039711356163025,0.0,-0.2786318063735962,0.45818519592285156,0.0,-0.2882175147533417,1.0
764,0,0.01777266524732113,-0.0,-0.009510628879070282,-0.11215605586767197,0.8702180981636047,0.0,1.6327794790267944,0.4505291283130646,0.0,-0.2877313196659088,0.46830180287361145,0.0,-0.2972419559955597,1.0
765,0,0.017750883474946022,-0.0,-0.00942962896078825,-0.11186078190803528,0.865479588508606,0.0,1.6357924938201904,0.4606325030326843,0.0,-0.291858971118927,0.4783833920955658,0.0,-0.3012886047363281,1.0
766,0,0.017729545012116432,-0.0,-0.009344503283500671,-0.11154978722333908,0.8606848120689392,0.0,1.63870108127594,0.46262219548225403,0.0,-0.27142366766929626,0.4803517460823059,0.0,-0.28076818585395813,1.0
767,0,0.017731431871652603,-0.0,-0.009273012168705463,-0.11137694120407104,0.855876624584198,0.0,1.6414146423339844,0.4633612036705017,0.0,-0.2530379593372345,0.481092631816864,0.0,-0.2623109817504883,1.0
768,0,0.01775343157351017,-0.0,-0.009213261306285858,-0.11132365465164185,0.8510664701461792,0.0,1.6439545154571533,0.46302878856658936,0.0,-0.23683574795722961,0.48078224062919617,0.0,-0.24604901671409607,1.0
769,0,0.017792414873838425,-0.0,-0.00916337501257658,-0.11137121170759201,0.8462639451026917,0.0,1.6463432312011719,0.4617988169193268,0.0,-0.2229185551404953,0.4795912504196167,0.0,-0.23208193480968475,1.0
770,0,0.01784522645175457,-0.0,-0.009121494367718697,-0.1115008071064949,0.8414770364761353,0.0,1.6486040353775024,0.45983701944351196,0.0,-0.21135948598384857,0.4776822626590729,0.0,-0.22048097848892212,1.0
771,0,0.017908748239278793,-0.0,-0.00908580794930458,-0.11169387400150299,0.8367121815681458,0.0,1.6507608890533447,0.45729681849479675,0.0,-0.20220646262168884,0.47520557045936584,0.0,-0.21129226684570312,1.0
772,0,0.01797986775636673,-0.0,-0.009054535068571568,-0.11193196475505829,0.8319743275642395,0.0,1.6528379917144775,0.45431891083717346,0.0,-0.19548717141151428,0.4722987711429596,0.0,-0.20454171299934387,1.0
773,0,0.018055548891425133,-0.0,-0.009025965817272663,-0.11219718307256699,0.8272672295570374,0.0,1.6548599004745483,0.451027512550354,0.0,-0.19121143221855164,0.4690830707550049,0.0,-0.20023739337921143,1.0
774,0,0.018132787197828293,-0.0,-0.008998434990644455,-0.11247187107801437,0.8225933313369751,0.0,1.6568509340286255,0.4475322961807251,0.0,-0.18937596678733826,0.4656651020050049,0.0,-0.198374405503273,1.0
775,0,0.018179018050432205,-0.0,-0.008961956948041916,-0.11260761320590973,0.8179784417152405,0.0,1.6588544845581055,0.43837854266166687,0.0,-0.19431105256080627,0.45655757188796997,0.0,-0.2032729983329773,1.0
776,0,0.01820532977581024,-0.0,-0.008917747065424919,-0.11264045536518097,0.8134588599205017,0.0,1.6609200239181519,0.42944052815437317,0.0,-0.20097802579402924,0.4476458728313446,0.0,-0.2098957598209381,1.0
777,0,0.01821824349462986,-0.0,-0.008867447264492512,-0.11259817332029343,0.8090197443962097,0.0,1.6630537509918213,0.4222407937049866,0.0,-0.20804782211780548,0.4404590427875519,0.0,-0.21691526472568512,1.0
778,0,0.018218332901597023,-0.0,-0.008811254054307938,-0.11248382925987244,0.8046440482139587,0.0,1.6652594804763794,0.4167393743991852,0.0,-0.2154729664325714,0.43495768308639526,0.0,-0.22428421676158905,1.0
779,0,0.01820617914199829,-0.0,-0.00874936580657959,-0.11230052262544632,0.8003150224685669,0.0,1.667540431022644,0.41291558742523193,0.0,-0.22321464121341705,0.4311217665672302,0.0,-0.23196400701999664,1.0
780,0,0.01818244345486164,-0.0,-0.00868201907724142,-0.11205177754163742,0.7960160374641418,0.0,1.6698997020721436,0.4107655882835388,0.0,-0.23124103248119354,0.4289480447769165,0.0,-0.23992305994033813,1.0
781,0,0.01814780943095684,-0.0,-0.008609455078840256,-0.11174121499061584,0.7917304635047913,0.0,1.6723397970199585,0.4103027880191803,0.0,-0.2395281046628952,0.4284505844116211,0.0,-0.24813756346702576,1.0
782,0,0.01810300163924694,-0.0,-0.00853192713111639,-0.11137267202138901,0.7874413728713989,0.0,1.6748632192611694,0.4115571975708008,0.0,-0.24805891513824463,0.42966020107269287,0.0,-0.2565908432006836,1.0
783,0,0.018048789352178574,-0.0,-0.008449705317616463,-0.11095020920038223,0.7831314206123352,0.0,1.6774723529815674,0.4145755469799042,0.0,-0.25682327151298523,0.43262434005737305,0.0,-0.26527297496795654,1.0
784,0,0.017985990270972252,-0.0,-0.008363070897758007,-0.11047813296318054,0.7787827849388123,0.0,1.6801694631576538,0.4194217026233673,0.0,-0.2658179700374603,0.4374077022075653,0.0,-0.2741810381412506,1.0
785,0,0.017915479838848114,-0.0,-0.008272324688732624,-0.10996109247207642,0.7743769288063049,0.0,1.6829568147659302,0.4261772632598877,0.0,-0.2750471234321594,0.4440927505493164,0.0,-0.2833194434642792,1.0
786,0,0.01783815771341324,-0.0,-0.008177760988473892,-0.10940380394458771,0.7698942422866821,0.0,1.685836672782898,0.4349443316459656,0.0,-0.2845224142074585,0.4527824819087982,0.0,-0.2927001714706421,1.0
787,0,0.01775570772588253,-0.0,-0.008078521117568016,-0.10881899297237396,0.7653133273124695,0.0,1.688805103302002,0.4463004171848297,0.0,-0.29034149646759033,0.4640561044216156,0.0,-0.2984200119972229,1.0
788,0,0.017681533470749855,-0.0,-0.007978606037795544,-0.10828814655542374,0.7606037855148315,0.0,1.691767692565918,0.4603767693042755,0.0,-0.28592392802238464,0.4780582785606384,0.0,-0.29390251636505127,1.0
789,0,0.01762264594435692,-0.0,-0.007884812541306019,-0.10784244537353516,0.7557480931282043,0.0,1.6946791410446167,0.4756526052951813,0.0,-0.28030550479888916,0.4932752549648285,0.0,-0.2881903052330017,1.0
790,0,0.017581330612301826,-0.0,-0.007797938771545887,-0.10749464482069016,0.7507345080375671,0.0,1.6975271701812744,0.49204587936401367,0.0,-0.2734004855155945,0.5096272230148315,0.0,-0.2811984121799469,1.0
791,0,0.01755993627011776,-0.0,-0.007718790788203478,-0.10725781321525574,0.745552122592926,0.0,1.700298547744751,0.5094578266143799,0.0,-0.2651258707046509,0.5270177721977234,0.0,-0.27284467220306396,1.0
792,0,0.01756085455417633,-0.0,-0.007648162078112364,-0.10714517533779144,0.7401911020278931,0.0,1.7029792070388794,0.5277732014656067,0.0,-0.25540420413017273,0.5453340411186218,0.0,-0.263052374124527,1.0
793,0,0.017567338421940804,-0.0,-0.007577359676361084,-0.10703884810209274,0.7346596121788025,0.0,1.7055442333221436,0.536711573600769,0.0,-0.23806814849376678,0.5542789101600647,0.0,-0.24564550817012787,1.0
794,0,0.01757800206542015,-0.0,-0.00750796590000391,-0.10692990571260452,0.7291387319564819,0.0,1.7078783512115479,0.5321555137634277,0.0,-0.2140040248632431,0.5497335195541382,0.0,-0.22151198983192444,1.0
795,0,0.01761534996330738,-0.0,-0.007451741956174374,-0.10697557777166367,0.7236676812171936,0.0,1.7099813222885132,0.5267419219017029,0.0,-0.19197329878807068,0.5443572998046875,0.0,-0.19942504167556763,1.0
796,0,0.017676450312137604,-0.0,-0.007407118566334248,-0.10715857148170471,0.718253493309021,0.0,1.7118738889694214,0.5207316279411316,0.0,-0.17204797267913818,0.538408100605011,0.0,-0.17945510149002075,1.0
797,0,0.01775842346251011,-0.0,-0.007372580002993345,-0.10746187716722488,0.712900698184967,0.0,1.7135775089263916,0.5143575668334961,0.0,-0.15426790714263916,0.5321159958839417,0.0,-0.1616404801607132,1.0
798,0,0.01785847544670105,-0.0,-0.007346675731241703,-0.10786902904510498,0.7076116800308228,0.0,1.715113878250122,0.507824182510376,0.0,-0.13864636421203613,0.5256826877593994,0.0,-0.14599303901195526,1.0
799,0,0.017973894253373146,-0.0,-0.00732801528647542,-0.1083640530705452,0.7023869752883911,0.0,1.7165045738220215,0.5013083219528198,0.0,-0.12517493963241577,0.5192822217941284,0.0,-0.1325029581785202,1.0
800,0,0.01809406653046608,-0.0,-0.00731968879699707,-0.10890892893075943,0.6972475647926331,0.0,1.7178152799606323,0.4906720221042633,0.0,-0.12271171808242798,0.5087660551071167,0.0,-0.13003140687942505,1.0
801,0,0.018210722133517265,-0.0,-0.0073105511255562305,-0.10943522304296494,0.6922076344490051,0.0,1.7191118001937866,0.48120930790901184,0.0,-0.12228844314813614,0.49942001700401306,0.0,-0.12959899008274078,1.0
802,0,0.01832205057144165,-0.0,-0.007299656514078379,-0.10993239283561707,0.6872552037239075,0.0,1.7204134464263916,0.47293201088905334,0.0,-0.1237306073307991,0.491254061460495,0.0,-0.13103026151657104,1.0
803,0,0.018426287919282913,-0.0,-0.0072861905209720135,-0.11039047688245773,0.6823787093162537,0.0,1.7217384576797485,0.46580377221107483,0.0,-0.12698227167129517,0.48423007130622864,0.0,-0.13426846265792847,1.0
804,0,0.018521711230278015,-0.0,-0.00726937735453248,-0.11079982668161392,0.6775668859481812,0.0,1.72310471534729,0.45979824662208557,0.0,-0.13199734687805176,0.4783199727535248,0.0,-0.1392667293548584,1.0
805,0,0.0186066422611475,-0.0,-0.007248474285006523,-0.11115105450153351,0.6728086471557617,0.0,1.7245296239852905,0.4548999071121216,0.0,-0.13873933255672455,0.47350654006004333,0.0,-0.14598779380321503,1.0
806,0,0.01867942325770855,-0.0,-0.007222766522318125,-0.11143498122692108,0.6680930852890015,0.0,1.7260302305221558,0.45110461115837097,0.0,-0.14718122780323029,0.46978405117988586,0.0,-0.15440399944782257,1.0
807,0,0.018738415092229843,-0.0,-0.007191559765487909,-0.1116425022482872,0.6634092926979065,0.0,1.7276233434677124,0.4484211206436157,0.0,-0.1573062241077423,0.46715953946113586,0.0,-0.16449779272079468,1.0
808,0,0.018782006576657295,-0.0,-0.00715418579056859,-0.11176472157239914,0.6587461829185486,0.0,1.729325771331787,0.446872353553772,0.0,-0.1691075712442398,0.4656543731689453,0.0,-0.1762617528438568,1.0
809,0,0.018808597698807716,-0.0,-0.007109995000064373,-0.11179282516241074,0.6540923714637756,0.0,1.731154203414917,0.44649767875671387,0.0,-0.18258976936340332,0.46530628204345703,0.0,-0.18969976902008057,1.0
810,0,0.01881575770676136,-0.0,-0.007057863287627697,-0.11171368509531021,0.6494361758232117,0.0,1.73312509059906,0.4472593367099762,0.0,-0.1975434124469757,0.4660750925540924,0.0,-0.20460127294063568,1.0
811,0,0.018778681755065918,-0.0,-0.0069832890294492245,-0.11140092462301254,0.6447811722755432,0.0,1.7352104187011719,0.44642865657806396,0.0,-0.20521247386932373,0.4652073383331299,0.0,-0.2121957689523697,1.0
812,0,0.018732666969299316,-0.0,-0.006905567832291126,-0.11103927344083786,0.6401265263557434,0.0,1.737363338470459,0.44727402925491333,0.0,-0.21119432151317596,0.46600669622421265,0.0,-0.21809987723827362,1.0
813,0,0.018680792301893234,-0.0,-0.006825763266533613,-0.11064542084932327,0.6354554891586304,0.0,1.739566683769226,0.4497984051704407,0.0,-0.21543854475021362,0.4684792160987854,0.0,-0.22226430475711823,1.0
814,0,0.018626216799020767,-0.0,-0.006744935177266598,-0.11023648083209991,0.6307514309883118,0.0,1.74180269241333,0.45398443937301636,0.0,-0.2178793102502823,0.4726106524467468,0.0,-0.22462424635887146,1.0
815,0,0.018572166562080383,-0.0,-0.006664135958999395,-0.10982989519834518,0.6259979009628296,0.0,1.7440528869628906,0.4597928524017334,0.0,-0.21843527257442474,0.4783650040626526,0.0,-0.22509939968585968,1.0
816,0,0.018521979451179504,-0.0,-0.0065844315104186535,-0.10944373160600662,0.621178925037384,0.0,1.74629807472229,0.4671582877635956,0.0,-0.21700967848300934,0.4856802821159363,0.0,-0.22359411418437958,1.0
817,0,0.018479105085134506,-0.0,-0.006506898440420628,-0.10909664630889893,0.6162793636322021,0.0,1.7485178709030151,0.4759865403175354,0.0,-0.21349209547042847,0.4944656193256378,0.0,-0.21999900043010712,1.0
818,0,0.01844707503914833,-0.0,-0.0064326138235628605,-0.10880770534276962,0.6112850904464722,0.0,1.7506906986236572,0.48615220189094543,0.0,-0.20776109397411346,0.5045992732048035,0.0,-0.2141937017440796,1.0
819,0,0.018429547548294067,-0.0,-0.0063626728951931,-0.10859666019678116,0.6061834096908569,0.0,1.7527939081192017,0.49749407172203064,0.0,-0.19968733191490173,0.5159236192703247,0.0,-0.20605000853538513,1.0
820,0,0.018430262804031372,-0.0,-0.006298172753304243,-0.10848364979028702,0.600963294506073,0.0,1.7548034191131592,0.5098128318786621,0.0,-0.18913917243480682,0.5282431244850159,0.0,-0.19543735682964325,1.0
821,0,0.01845145784318447,-0.0,-0.0062399571761488914,-0.10848022252321243,0.5956191420555115,0.0,1.7566940784454346,0.5209966897964478,0.0,-0.17609639465808868,0.5394482016563416,0.0,-0.18233634531497955,1.0
822,0,0.018478916957974434,-0.0,-0.006186050362884998,-0.10850740224123001,0.5902460813522339,0.0,1.7584558725357056,0.517063558101654,0.0,-0.16428755223751068,0.5355424880981445,0.0,-0.1704736053943634,1.0
823,0,0.01851912960410118,-0.0,-0.006136925891041756,-0.10860507935285568,0.5849007964134216,0.0,1.7601126432418823,0.5153723359107971,0.0,-0.15517832338809967,0.533891499042511,0.0,-0.16131524741649628,1.0
824,0,0.018569665029644966,-0.0,-0.006091349758207798,-0.10875917971134186,0.5795606970787048,0.0,1.7616908550262451,0.5159380435943604,0.0,-0.14867331087589264,0.5345077514648438,0.0,-0.15476466715335846,1.0
825,0,0.01862824149429798,-0.0,-0.006048162933439016,-0.10895645618438721,0.5742028951644897,0.0,1.763216495513916,0.5188242793083191,0.0,-0.1447363644838333,0.5374525189399719,0.0,-0.15078452229499817,1.0
826,0,0.018692567944526672,-0.0,-0.006006225012242794,-0.10918369144201279,0.5688035488128662,0.0,1.7647151947021484,0.5241485834121704,0.0,-0.14339202642440796,0.5428411364555359,0.0,-0.14939823746681213,1.0
827,0,0.018760383129119873,-0.0,-0.005964412819594145,-0.10942782461643219,0.5633373856544495,0.0,1.7662134170532227,0.5320857167243958,0.0,-0.14472822844982147,0.5508460998535156,0.0,-0.1506926417350769,1.0
828,0,0.018829327076673508,-0.0,-0.005921574775129557,-0.10967529565095901,0.5577771067619324,0.0,1.7677385807037354,0.5428777933120728,0.0,-0.14890363812446594,0.561707079410553,0.0,-0.15482521057128906,1.0
829,0,0.018862849101424217,-0.0,-0.0058680083602666855,-0.10976561158895493,0.5521401762962341,0.0,1.769301414489746,0.5400164723396301,0.0,-0.14933985471725464,0.5588793158531189,0.0,-0.15520785748958588,1.0
830,0,0.01887362450361252,-0.0,-0.005809532944113016,-0.10975804924964905,0.5466136336326599,0.0,1.7708359956741333,0.5277211666107178,0.0,-0.14586198329925537,0.5465947985649109,0.0,-0.15167151391506195,1.0
831,0,0.018884621560573578,-0.0,-0.0057524628937244415,-0.10975310951471329,0.5412051677703857,0.0,1.772334337234497,0.5163682103157043,0.0,-0.1422291249036789,0.5352528095245361,0.0,-0.14798158407211304,1.0
832,0,0.018896400928497314,-0.0,-0.005696874111890793,-0.10975372791290283,0.5359057188034058,0.0,1.7737950086593628,0.5058760046958923,0.0,-0.13843795657157898,0.5247723460197449,0.0,-0.14413483440876007,1.0
833,0,0.018909525126218796,-0.0,-0.005642845761030912,-0.10976285487413406,0.5307071208953857,0.0,1.7752164602279663,0.4961683452129364,0.0,-0.13448232412338257,0.5150778889656067,0.0,-0.14012517035007477,1.0
834,0,0.018924511969089508,-0.0,-0.005590443965047598,-0.10978317260742188,0.5256018042564392,0.0,1.7765969038009644,0.48717623949050903,0.0,-0.1303546130657196,0.5061007738113403,0.0,-0.13594506680965424,1.0
835,0,0.018941864371299744,-0.0,-0.005539735313504934,-0.10981731861829758,0.520582914352417,0.0,1.7779346704483032,0.4788358211517334,0.0,-0.12604545056819916,0.49777767062187195,0.0,-0.13158518075942993,1.0
836,0,0.018962109461426735,-0.0,-0.005490793380886316,-0.10986804962158203,0.5156442523002625,0.0,1.7792279720306396,0.47108620405197144,0.0,-0.12154297530651093,0.4900483191013336,0.0,-0.1270337700843811,1.0
837,0,0.01898573338985443,-0.0,-0.005443683359771967,-0.10993790626525879,0.5107801556587219,0.0,1.7804746627807617,0.4638715088367462,0.0,-0.11683441698551178,0.48285725712776184,0.0,-0.12227810174226761,1.0
838,0,0.019013235345482826,-0.0,-0.005398473236709833,-0.11002948135137558,0.5059854984283447,0.0,1.781672716140747,0.45713865756988525,0.0,-0.11190527677536011,0.4761519134044647,0.0,-0.1173037514090538,1.0
839,0,0.019045107066631317,-0.0,-0.005355233326554298,-0.11014536023139954,0.5012556910514832,0.0,1.7828198671340942,0.4508371651172638,0.0,-0.10673955827951431,0.4698822796344757,0.0,-0.11209478974342346,1.0
840,0,0.01908186264336109,-0.0,-0.005314038600772619,-0.11028819531202316,0.49658656120300293,0.0,1.7839137315750122,0.4449184238910675,0.0,-0.10131971538066864,0.46400028467178345,0.0,-0.1066337525844574,1.0
841,0,0.019124891608953476,-0.0,-0.005275076720863581,-0.1104649007320404,0.49197378754615784,0.0,1.7849524021148682,0.4397814869880676,0.0,-0.09608601033687592,0.4589063823223114,0.0,-0.10136108845472336,1.0
842,0,0.019186129793524742,-0.0,-0.0052388496696949005,-0.11073070764541626,0.4873691499233246,0.0,1.785980224609375,0.4429056942462921,0.0,-0.09901310503482819,0.4620918333530426,0.0,-0.10425195842981339,1.0
843,0,0.019244646653532982,-0.0,-0.005201179068535566,-0.1109810322523117,0.4827304482460022,0.0,1.7870384454727173,0.44647684693336487,0.0,-0.10224096477031708,0.4657215178012848,0.0,-0.10744214057922363,1.0
844,0,0.01930021308362484,-0.0,-0.005161965731531382,-0.11121464520692825,0.47805318236351013,0.0,1.7881301641464233,0.4505126178264618,0.0,-0.10578064620494843,0.4698128402233124,0.0,-0.11094260960817337,1.0
845,0,0.019352596253156662,-0.0,-0.0051211086101830006,-0.11143025755882263,0.47333261370658875,0.0,1.7892584800720215,0.4550325870513916,0.0,-0.10964452475309372,0.47438517212867737,0.0,-0.11476563662290573,1.0
846,0,0.01940152607858181,-0.0,-0.005078497342765331,-0.11162639409303665,0.46856382489204407,0.0,1.7904266119003296,0.4600590169429779,0.0,-0.11384659260511398,0.47946053743362427,0.0,-0.11892509460449219,1.0
847,0,0.019442882388830185,-0.0,-0.00503297196701169,-0.11178043484687805,0.4637431800365448,0.0,1.7916377782821655,0.46470561623573303,0.0,-0.11820200085639954,0.4841485023498535,0.0,-0.12323497235774994,1.0
848,0,0.019431084394454956,-0.0,-0.004972819704562426,-0.11164277046918869,0.4589335322380066,0.0,1.792879581451416,0.45848193764686584,0.0,-0.12012656778097153,0.4779130220413208,0.0,-0.12509939074516296,1.0
849,0,0.019414599984884262,-0.0,-0.00491222133859992,-0.11148110032081604,0.4541824162006378,0.0,1.7941393852233887,0.45301979780197144,0.0,-0.1219216138124466,0.472434401512146,0.0,-0.12683384120464325,1.0
850,0,0.019393861293792725,-0.0,-0.004851240199059248,-0.11129766702651978,0.44948244094848633,0.0,1.7954158782958984,0.44828692078590393,0.0,-0.12359203398227692,0.46768078207969666,0.0,-0.12844327092170715,1.0
851,0,0.01936929300427437,-0.0,-0.004789935890585184,-0.1110946461558342,0.44482648372650146,0.0,1.7967078685760498,0.44425493478775024,0.0,-0.12514188885688782,0.4636242389678955,0.0,-0.12993183732032776,1.0
852,0,0.019341306760907173,-0.0,-0.004728364758193493,-0.11087415367364883,0.44020771980285645,0.0,1.7980141639709473,0.44089892506599426,0.0,-0.12657450139522552,0.4602402150630951,0.0,-0.1313028782606125,1.0
853,0,0.019314400851726532,-0.0,-0.004668015521019697,-0.11065854877233505,0.435615599155426,0.0,1.7993323802947998,0.4405302107334137,0.0,-0.12717221677303314,0.4598446190357208,0.0,-0.13184022903442383,1.0
854,0,0.01930299773812294,-0.0,-0.004612742457538843,-0.11052016913890839,0.43097808957099915,0.0,1.8006418943405151,0.44840091466903687,0.0,-0.12551647424697876,0.4677039086818695,0.0,-0.13012921810150146,1.0
855,0,0.019296659156680107,-0.0,-0.0045579769648611546,-0.11040773242712021,0.4262605607509613,0.0,1.8019360303878784,0.4565610885620117,0.0,-0.12419719249010086,0.4758577346801758,0.0,-0.12875516712665558,1.0
856,0,0.019295038655400276,-0.0,-0.004503560718148947,-0.11031929403543472,0.421459823846817,0.0,1.803218126296997,0.4650585651397705,0.0,-0.12321950495243073,0.48435360193252563,0.0,-0.1277230679988861,1.0
857,0,0.01929779164493084,-0.0,-0.004449333995580673,-0.11025290191173553,0.4165722131729126,0.0,1.804491639137268,0.47394296526908875,0.0,-0.12259049713611603,0.4932407736778259,0.0,-0.127039834856987,1.0
858,0,0.01930459402501583,-0.0,-0.004395140800625086,-0.1102067157626152,0.41159355640411377,0.0,1.805760145187378,0.4832652807235718,0.0,-0.12231942266225815,0.502569854259491,0.0,-0.1267145723104477,1.0
859,0,0.019315127283334732,-0.0,-0.004340821411460638,-0.11017893254756927,0.40651917457580566,0.0,1.8070272207260132,0.4930787980556488,0.0,-0.1224178746342659,0.5123939514160156,0.0,-0.12675869464874268,1.0
860,0,0.019329048693180084,-0.0,-0.004286208655685186,-0.11016758531332016,0.40134385228157043,0.0,1.80829656124115,0.5034409761428833,0.0,-0.1229000836610794,0.5227700471878052,0.0,-0.12718629837036133,1.0
861,0,0.01934603974223137,-0.0,-0.004231136292219162,-0.11017084866762161,0.3960617482662201,0.0,1.8095722198486328,0.5144116282463074,0.0,-0.12378319352865219,0.5337576270103455,0.0,-0.12801432609558105,1.0
862,0,0.01936577446758747,-0.0,-0.004175433423370123,-0.11018684506416321,0.3906664550304413,0.0,1.8108582496643066,0.5260545611381531,0.0,-0.12508763372898102,0.5454202890396118,0.0,-0.12926305830478668,1.0
863,0,0.019387906417250633,-0.0,-0.004118920303881168,-0.11021358519792557,0.38515087962150574,0.0,1.8121589422225952,0.5384389162063599,0.0,-0.12683750689029694,0.557826817035675,0.0,-0.13095642626285553,1.0
864,0,0.0194120891392231,-0.0,-0.00406141160055995,-0.11024906486272812,0.3795072138309479,0.0,1.813478946685791,0.5516389608383179,0.0,-0.12906111776828766,0.5710510611534119,0.0,-0.1331225335597992,1.0
865,0,0.01943797618150711,-0.0,-0.0040027182549238205,-0.11029128730297089,0.37372687458992004,0.0,1.8148231506347656,0.5657343864440918,0.0,-0.131791353225708,0.5851723551750183,0.0,-0.13579407334327698,1.0
866,0,0.019414188340306282,-0.0,-0.0039351265877485275,-0.11010996252298355,0.36792513728141785,0.0,1.816169023513794,0.5532471537590027,0.0,-0.12869834899902344,0.5726613402366638,0.0,-0.13263347744941711,1.0
867,0,0.019384179264307022,-0.0,-0.0038683228194713593,-0.10990365594625473,0.3622693717479706,0.0,1.817471981048584,0.5396891832351685,0.0,-0.12396916002035141,0.5590733885765076,0.0,-0.12783747911453247,1.0
868,0,0.019358236342668533,-0.0,-0.0038038792554289103,-0.10971996188163757,0.35673266649246216,0.0,1.8187236785888672,0.5294312834739685,0.0,-0.11857934296131134,0.5487895607948303,0.0,-0.1223832219839096,1.0
869,0,0.019338181242346764,-0.0,-0.00374180031940341,-0.10956821590662003,0.3512834906578064,0.0,1.8199174404144287,0.5221895575523376,0.0,-0.11252657324075699,0.5415277481079102,0.0,-0.11626837402582169,1.0
870,0,0.01932581141591072,-0.0,-0.0036820960231125355,-0.10945763438940048,0.3458927571773529,0.0,1.8210467100143433,0.5177497863769531,0.0,-0.10579080134630203,0.5370755791664124,0.0,-0.10947289317846298,1.0
871,0,0.019322901964187622,-0.0,-0.003624774282798171,-0.10939732939004898,0.34053313732147217,0.0,1.8221044540405273,0.5159590244293213,0.0,-0.09833572059869766,0.5352818965911865,0.0,-0.10196049511432648,1.0
872,0,0.019331254065036774,-0.0,-0.003569844178855419,-0.10939653217792511,0.33517858386039734,0.0,1.8230832815170288,0.5167180895805359,0.0,-0.09010917693376541,0.5360493063926697,0.0,-0.0936790183186531,1.0
873,0,0.019348658621311188,-0.0,-0.003515831660479307,-0.109442338347435,0.3298064172267914,0.0,1.8239774703979492,0.5183978080749512,0.0,-0.08237369358539581,0.5377464890480042,0.0,-0.08588952571153641,1.0
874,0,0.019366702064871788,-0.0,-0.0034604042302817106,-0.10948934406042099,0.3244335949420929,0.0,1.824812889099121,0.5174093246459961,0.0,-0.07793260365724564,0.5367760062217712,0.0,-0.08139300346374512,1.0
875,0,0.01939009316265583,-0.0,-0.003406072501093149,-0.10956456512212753,0.31907162070274353,0.0,1.8256093263626099,0.5161991119384766,0.0,-0.07467866688966751,0.5355892181396484,0.0,-0.07808474451303482,1.0
876,0,0.019417086616158485,-0.0,-0.0033524823375046253,-0.10965880006551743,0.3137223422527313,0.0,1.826378583908081,0.5148262977600098,0.0,-0.07260943204164505,0.5342433452606201,0.0,-0.07596191018819809,1.0
877,0,0.019445935264229774,-0.0,-0.0032992917113006115,-0.10976281017065048,0.3083871006965637,0.0,1.8271324634552002,0.5133457779884338,0.0,-0.0717216283082962,0.5327917337417603,0.0,-0.0750209167599678,1.0
878,0,0.019474929198622704,-0.0,-0.0032461807131767273,-0.109867624938488,0.3030667006969452,0.0,1.8278828859329224,0.5118069052696228,0.0,-0.07201167196035385,0.5312818288803101,0.0,-0.07525785267353058,1.0
879,0,0.01950235478579998,-0.0,-0.0031928422395139933,-0.10996422171592712,0.2977614998817444,0.0,1.8286415338516235,0.5102547407150269,0.0,-0.07347630709409714,0.5297571420669556,0.0,-0.07666914910078049,1.0
880,0,0.019526539370417595,-0.0,-0.0031389903742820024,-0.11004384607076645,0.2924714684486389,0.0,1.8294202089309692,0.5087289810180664,0.0,-0.07611291855573654,0.5282555222511292,0.0,-0.07925190776586533,1.0
881,0,0.0195457823574543,-0.0,-0.003084349911659956,-0.11009757965803146,0.28719618916511536,0.0,1.830230474472046,0.5072657465934753,0.0,-0.07992017269134521,0.5268114805221558,0.0,-0.08300451934337616,1.0
882,0,0.019558409228920937,-0.0,-0.0030286640394479036,-0.11011668294668198,0.2819349467754364,0.0,1.831084132194519,0.5058964490890503,0.0,-0.0848982110619545,0.5254548192024231,0.0,-0.08792687207460403,1.0
883,0,0.01956273801624775,-0.0,-0.0029716899152845144,-0.11009237170219421,0.27668672800064087,0.0,1.8319928646087646,0.5046491026878357,0.0,-0.09104915708303452,0.5242118239402771,0.0,-0.09402084350585938,1.0
884,0,0.019557109102606773,-0.0,-0.0029132049530744553,-0.11001596599817276,0.2714502513408661,0.0,1.8329684734344482,0.5035478472709656,0.0,-0.09837711602449417,0.5231049656867981,0.0,-0.10129032284021378,1.0
885,0,0.01951413042843342,-0.0,-0.002853912301361561,-0.10977127403020859,0.26622700691223145,0.0,1.8339942693710327,0.5023026466369629,0.0,-0.1006743460893631,0.5218167901039124,0.0,-0.10352825373411179,1.0
886,0,0.019465148448944092,-0.0,-0.002794453175738454,-0.10949800163507462,0.2610071301460266,0.0,1.8350392580032349,0.5030478239059448,0.0,-0.10275022685527802,0.5225129723548889,0.0,-0.10554467886686325,1.0
