radius_index,radius,interior,theta_count,analytical_dr_theta_mean,analytical_dr_theta_std,analytical_dr_theta_min,analytical_dr_theta_max,analytical_dr_theta_range,analytical_dtheta_theta_mean,analytical_dtheta_theta_std,analytical_dtheta_theta_min,analytical_dtheta_theta_max,analytical_dtheta_theta_range,analytical_speed_theta_mean,analytical_speed_theta_std,analytical_speed_theta_min,analytical_speed_theta_max,analytical_speed_theta_range,discrete_dr_theta_mean,discrete_dr_theta_std,discrete_dr_theta_min,discrete_dr_theta_max,discrete_dr_theta_range,discrete_dtheta_theta_mean,discrete_dtheta_theta_std,discrete_dtheta_theta_min,discrete_dtheta_theta_max,discrete_dtheta_theta_range,discrete_speed_theta_mean,discrete_speed_theta_std,discrete_speed_theta_min,discrete_speed_theta_max,discrete_speed_theta_range
84,1.0871742948681513,1,55,-1.0613034739258538e-05,3.346545356552255e-08,-1.0632052312852581e-05,-1.0443146752835207e-05,1.8890556001737418e-07,0.1860869168906181,3.459441022975365e-07,0.18608683699419207,0.1860886989333757,1.8619391836394161e-06,0.18608691719326603,3.4594223851172257e-07,0.18608683729741596,0.18608869922640617,1.8619289902099823e-06,-0.0006110396096766772,0.008586294431129548,-0.027036636520425508,0.01799474948428389,0.0450313860047094,0.1918964718224701,0.008161689812123906,0.17627671278353954,0.22320667299062844,0.046929960207088894,0.19208691407782555,0.008220969530541527,0.1762788554183569,0.22321176748556676,0.04693291206720987
85,1.091783520633668,1,55,-8.230733944932162e-06,3.5558520268407427e-07,-1.0843398109396846e-05,-8.1706657788152e-06,2.6727323305816465e-06,0.1831436660994394,1.5387665530143808e-07,0.1831436308906318,0.18314479611558457,1.165224952776045e-06,0.18314366628473494,1.5389511107268225e-07,0.18314363107328474,0.18314479643658546,1.1653633007202568e-06,-0.0007296717642511044,0.008391117581711066,-0.025444394964930336,0.018014691704060976,0.043459086668991315,0.1890320293989991,0.008410760673792754,0.17075241296314103,0.22132077767694375,0.050568364713802716,0.1892170662994257,0.008467238629462656,0.1707546201835515,0.22132544990548675,0.050570829721935245
86,1.096392754760331,1,55,-1.15451148888968e-05,8.97553302747954e-08,-1.1629658674622308e-05,-1.1096265404648701e-05,5.333932699736067e-07,0.18025349358447817,4.096069202682546e-06,0.18024188062713387,0.1802636864790863,2.1805851952438893e-05,0.18025349395422885,4.096073339290937e-06,0.18024188096877652,0.18026368685380226,2.1805885025732996e-05,-0.00086439899265667,0.008212602707828085,-0.023879783746770696,0.017298780731639443,0.04117856447841014,0.18611466510803407,0.00873787531173474,0.16549670115760903,0.21928731107564878,0.053790609918039745,0.18629542064933946,0.008788020663372836,0.1654990258987493,0.21929159042679663,0.05379256452804734
87,1.1010019848553754,1,55,-1.029178939612195e-05,3.2474890704040945e-07,-1.1156650951006417e-05,-9.473445074967025e-06,1.683205876039392e-06,0.17745519798643256,2.1610703828767696e-06,0.17744372192801322,0.17745600844936277,1.2286521349547108e-05,0.17745519828517375,2.161076984174658e-06,0.17744372227874655,0.1774560087540435,1.2286475296940935e-05,-0.0008824227159268531,0.007946332534480523,-0.022342742165795494,0.016415394653713482,0.03875813681950897,0.1832136567018805,0.009127916123960703,0.16050935941883224,0.21710623635467063,0.0565968769358384,0.18338602913896374,0.00916788100282175,0.16051186091015826,0.2171101506186946,0.05659828970853634
88,1.1056112161658587,1,55,-9.34775289345137e-06,1.026331159286507e-08,-9.367707842055913e-06,-9.316665469530784e-06,5.1042372525129075e-08,0.17469593444215276,1.3929326345460867e-07,0.17469522871627258,0.17469598271558365,7.539993110705634e-07,0.17469593469224615,1.39293626015443e-07,0.17469522896479653,0.17469598296584724,7.540010507067763e-07,-0.0008690021942605149,0.00770392428077159,-0.020833303742281463,0.015740497794597956,0.03657380153687942,0.18034085805985683,0.009564485450828358,0.15579066809018413,0.21477770887250308,0.05898704078231895,0.1805058582862615,0.009594019292355958,0.1557934139510383,0.2147812841182205,0.05898787016718221
89,1.1102204292699873,1,55,-1.0660215202036043e-05,6.576886316995293e-08,-1.0892928166757072e-05,-1.060836024019682e-05,2.845679265602527e-07,0.1719672640529115,1.4548047209100787e-06,0.1719665667914732,0.17197066425055413,4.097459080920629e-06,0.17196726438333634,1.454806179456178e-06,0.17196656712068717,0.17197066457803203,4.0974573448648854e-06,-0.0008845212857993628,0.007418156748387693,-0.01935144712209756,0.014746760776072138,0.0340982078981697,0.1774379067916001,0.009953961466501206,0.1513403180404708,0.21230159237753435,0.060961274337063553,0.17759429847101418,0.009968384698543643,0.15134338663985095,0.21230485328312174,0.06096146664327079
90,1.1148296629087495,1,55,-1.0156260744632463e-05,1.679308917766466e-07,-1.138969110922857e-05,-1.0121496520806473e-05,1.2681945884220971e-06,0.16930633039683995,9.18167371234279e-07,0.16930619364645647,0.169313077391408,6.883744951530213e-06,0.16930633070154744,9.181780374423586e-07,0.16930619395010035,0.16931307777450028,6.883824399922522e-06,-0.000857342746302465,0.007193660763844467,-0.017897193658204132,0.013743885909802384,0.03164107956800652,0.17454201358763258,0.010373573932515793,0.14715860015257248,0.20967795428963582,0.06251935413706333,0.17469234754802956,0.010372706651934079,0.14716208293302332,0.20968092394630417,0.06251884101328084
91,1.1194388733126288,1,55,-8.244504060832581e-06,7.734260838752433e-07,-8.473133552538106e-06,-5.4767266752791405e-06,2.996406877258966e-06,0.1667129098640746,1.964590464007256e-06,0.16671234221831013,0.16671992844904118,7.586230731049248e-06,0.16671291006972802,1.9645581187063858e-06,0.16671234243294025,0.16671992853936343,7.586106423179695e-06,-0.0008301679323542765,0.0070778987042347296,-0.01647055556198213,0.012952137479170713,0.02942269304115284,0.17167174350887926,0.010814719797456449,0.14324526865013937,0.20690674119162014,0.06366147254148077,0.17182068668172834,0.010797367306828549,0.14324927294534492,0.2069094414279822,0.06366016848263728
92,1.1240481171858736,1,55,-9.637655340356244e-06,2.9629997936494214e-07,-9.724994436347933e-06,-8.396870064149809e-06,1.3281243721981243e-06,0.1641460813836087,3.913082557822466e-06,0.16414431811137936,0.16416237199988296,1.805388850359413e-05,0.1641460816668086,3.913066223139578e-06,0.1641443183966125,0.16416237221518756,1.8053818575058944e-05,-0.0008087135517020053,0.007070906134657384,-0.015131710800662983,0.013359860823309042,0.028491571623972027,0.16881362787416462,0.011266784638844084,0.1396005107745462,0.2039878931622669,0.06438738238772071,0.16896594202798876,0.011231364917196979,0.13960516243637827,0.2039903444141781,0.06438518197779983
93,1.1286573467705778,1,55,-1.2905902820107286e-05,5.466919716666712e-08,-1.2936362077488568e-05,-1.2686350178462848e-05,2.5001189902571953e-07,0.16164578931632914,3.6463655280864213e-07,0.16164525247721728,0.1616483285031831,3.076025965803586e-06,0.16164578983154612,3.646354620230471e-07,0.1616452529779628,0.1616483290010029,3.0760230400883604e-06,-0.000845437366816093,0.007099144510771695,-0.017068447773243577,0.013799036253148624,0.0308674840263922,0.16599679965191128,0.011697355622607515,0.13622416903229795,0.2009215860282434,0.06469741699594544,0.16615440163217385,0.011644443250701856,0.1362296151441698,0.2009238076089611,0.0646941924647913
94,1.1332664470672764,1,55,-1.217107473843155e-05,4.1532683073089117e-07,-1.5129539162665725e-05,-1.2073973434373237e-05,3.0555657282924883e-06,0.15918954179791828,1.422293899383602e-06,0.15918620905901124,0.15919689599306217,1.0686934050929686e-05,0.1591895422637388,1.4223125557459964e-06,0.15918620954473314,0.1591968967119925,1.068716725935448e-05,-0.000950541631822417,0.007031386961984865,-0.0188039406072946,0.014269674305401589,0.03307361491269619,0.16326507566777376,0.011968518614990492,0.13311647671377638,0.19770782609249632,0.06459134937871994,0.16342361206491443,0.011907868083777242,0.1331228883095839,0.1977098360724201,0.06458694776283619
95,1.1378757962258432,1,55,-1.1749221995872135e-05,3.468176591861204e-07,-1.1955835679973402e-05,-1.1118081545425412e-05,8.377541345479902e-07,0.1567784343496285,1.9943081082416093e-06,0.15677484084085433,0.15677955632406984,4.715483215511629e-06,0.1567784347902644,1.9943336154023895e-06,0.1567748412353435,0.15677955677877312,4.715543429623104e-06,-0.0010272471085090481,0.006890208600206192,-0.018420225579411083,0.014771780248423991,0.033192005827835075,0.16055247440724799,0.012182765589765233,0.13027703354534,0.19434632560429438,0.06406929205895437,0.16070813869733072,0.012121929851347678,0.13028460820226775,0.19434814095482203,0.06406353275255428
96,1.1424849065387561,1,55,-1.1046801207353998e-05,8.133431984995914e-07,-1.3957278005706133e-05,-1.0740265197012764e-05,3.217012808693369e-06,0.15440319101143768,1.1798939755683788e-06,0.1543976619813712,0.15440356738870292,5.905407331724399e-06,0.15440319140875283,1.1798458472907266e-06,0.15439766235493027,0.1544035677672956,5.905412365336815e-06,-0.0010793810372782995,0.006776185809092982,-0.018091668360770304,0.015305333008791595,0.0333970013695619,0.1578441220318981,0.012417485780529381,0.12770631470085217,0.19083736973722198,0.06313105503636982,0.15799807352837167,0.012355214769345927,0.12771527855747136,0.19083900637747375,0.06312372782000239
97,1.1470941283853895,1,55,-1.1754122171565382e-05,2.2324923638279118e-07,-1.1850195524758112e-05,-1.1082431015198423e-05,7.677645095596893e-07,0.15209573027403045,1.5329540890211741e-06,0.15209176265053465,0.15209637059353615,4.6079430015000256e-06,0.15209573072837973,1.532970328245172e-06,0.15209176305430497,0.1520963710546067,4.60800030172015e-06,-0.0010772975881911308,0.0066742489290902325,-0.017818248162620114,0.015870348391572565,0.03368859655419268,0.15523684032442234,0.012531891423950644,0.12678317271639508,0.187180871968923,0.060397699252527914,0.1553892399840437,0.01246656177998371,0.1267860477157764,0.18718234487935756,0.060396297163581164
98,1.151703362195857,1,55,-1.0910609969801841e-05,4.5173529918754356e-07,-1.1070446982918578e-05,-9.474821479236734e-06,1.595625503681844e-06,0.14978906277521958,5.081240162492278e-06,0.1497874456483833,0.14980514267791512,1.769702953180463e-05,0.1497890631732653,5.081209188270945e-06,0.14978744605650596,0.14980514297818154,1.769692167558068e-05,-0.0010587161807317459,0.0066196233300545295,-0.017599954302729256,0.016466836933479063,0.034066791236208316,0.15278486355519438,0.012474321792972198,0.12468638316094656,0.18337681063993208,0.05869042747898552,0.1529375099748938,0.012404901105465459,0.1257690377809744,0.1833781337986869,0.0576090960177125
99,1.1563125807394854,1,55,-1.0978827876965084e-05,5.038386982553597e-09,-1.0992037391721681e-05,-1.0963769072210165e-05,2.826831951151575e-08,0.14757135549048234,5.189440569973016e-09,0.14757134206440106,0.14757136958640582,2.752200475852895e-08,0.14757135589887693,5.189456675002728e-09,0.14757134247272663,0.14757136999510514,2.752237851511019e-08,-0.0010696725183674015,0.006601707111316983,-0.017436801811725355,0.016364135600370144,0.0338009374120955,0.1503676239166377,0.01240792257331273,0.12336551146532726,0.17942521501978703,0.05605970355445977,0.15052193148812357,0.012339114315278156,0.1244461102367169,0.1794264014914713,0.0549802912547544
100,1.1609218069820304,1,55,-9.98951223634547e-06,1.9935265145100653e-07,-1.1454074270362568e-05,-9.953836654953247e-06,1.5002376154093204e-06,0.14533685613881123,1.8365549794665868e-06,0.14532336032443166,0.14533711840911798,1.3758084686316119e-05,0.14533685648225528,1.8365402893255222e-06,0.1453233607758244,0.1453371187503966,1.3757974572203846e-05,-0.0010950147725831308,0.006640073383770084,-0.017328790703308644,0.016118424741907698,0.03344721544521634,0.1479463159615547,0.012372474179665008,0.12235991400163765,0.17564646890831223,0.05328655490667458,0.14810492053505697,0.012304985539249092,0.12341698493582114,0.175647444831446,0.05223045989562487
101,1.1655310412764248,1,55,-1.0369882629420803e-05,1.8944249849024567e-07,-1.070573932097027e-05,-9.813489378467521e-06,8.922499425027494e-07,0.14318154253282192,4.463698870602549e-06,0.14317088111241694,0.14318376176935824,1.2880656941299806e-05,0.14318154290846513,4.4637001727128506e-06,0.14317088144947396,0.1431837621447368,1.2880695262840192e-05,-0.0010837713893056347,0.006716261019536885,-0.017275911451687474,0.01589913468910551,0.03317504614079299,0.14555089218421116,0.012359222134280937,0.12041080233065915,0.172598048889896,0.052187246559236844,0.14571571597241983,0.012289240356354845,0.12104757091095407,0.17260130080776845,0.05155372989681438
102,1.170140271005654,1,55,-1.0425872283941209e-05,5.0349624629088166e-09,-1.0438661602788345e-05,-1.0414936291666589e-05,2.3725311121755373e-08,0.1410126551858356,4.9292055317367e-09,0.14101264574056305,0.14101266591725214,2.0176689097262113e-08,0.1410126555712579,4.9292385784157904e-09,0.14101264612595488,0.14101266630323295,2.0177278070576676e-08,-0.0009631120678255523,0.006705187856610162,-0.017278176770444013,0.015706275978675723,0.032984452749119736,0.14331462347796298,0.012120511625422376,0.11732408746237072,0.16940575815856698,0.052081670696196264,0.1434806056411819,0.012049524413003151,0.11796881252859077,0.16941251827606107,0.0514437057474703
103,1.1747495011895202,1,55,-1.1112818328115121e-05,8.589694660400908e-09,-1.1143798187550604e-05,-1.1100110083824223e-05,4.368810372638056e-08,0.1389304676315232,1.2113763738212473e-06,0.13893011748341116,0.13893479733851963,4.679855108463693e-06,0.13893046807597145,1.2113769545101728e-06,0.13893011792698384,0.13893479778510254,4.679858118694646e-06,-0.0008310668641218681,0.0067185046673564446,-0.01733558634264227,0.015539827537194078,0.03287541387983635,0.14108535402140127,0.011890623745224916,0.11440426006180603,0.16606959672306706,0.05166533666126104,0.14125348057367199,0.011821474329195667,0.11505495206555932,0.16608101276592502,0.051026060700365694
104,1.1793587181083989,1,55,-1.066642189713724e-05,1.979070125886458e-07,-1.1110356292230992e-05,-1.0357097378948364e-05,7.532589132826282e-07,0.1368857547368448,1.5925131305337258e-06,0.1368820894707236,0.13688782578393843,5.736313214821376e-06,0.13688575515256293,1.5924976040250861e-06,0.1368820899210749,0.13688782617594877,5.736254873878188e-06,-0.000651360573114087,0.006728411602022521,-0.01744813179029537,0.015399810438084818,0.03284794222838019,0.1388925840678503,0.011617616669989275,0.11165127855076122,0.16258954967067682,0.0509382711199156,0.1390627059903316,0.01154896194749578,0.11230580417078397,0.1626066916115716,0.05030088744078763
105,1.1839679622040227,1,55,-1.1374110121348079e-05,2.2176749097426935e-07,-1.2513127955010689e-05,-1.1297488604732895e-05,1.2156393502777943e-06,0.134858920464319,1.7722734630034342e-06,0.13485822756765967,0.13486738196614897,9.154398489308324e-06,0.13485892094415186,1.7722910891617612e-06,0.13485822804448283,0.13486738254653904,9.154502056213376e-06,-0.0004972779608734382,0.00680099454553078,-0.01761580715669581,0.015286214144635834,0.032902021301331644,0.1368466483380913,0.011205487249082982,0.10906516714017672,0.15903911723251923,0.04997395009234251,0.13702218256368945,0.011135097822661932,0.10972126186801352,0.15904544083790167,0.04932417896988815
106,1.1885771751851915,1,55,-1.0620172939984082e-05,6.93712830150854e-07,-1.094437253036637e-05,-9.048408765064806e-06,1.895963765301563e-06,0.13287286030492906,2.3200996490402624e-06,0.13287189760988494,0.1328824957397912,1.0598129906252973e-05,0.13287286073116084,2.320109395406765e-06,0.13287189791803794,0.13288249619008113,1.0598272043194079e-05,-0.00037521161930293724,0.006867958345915367,-0.017838621376206693,0.01519903865684711,0.033037660033053806,0.13488041394360492,0.010760370937338577,0.10664586194093192,0.15625774348905602,0.0496118815481241,0.1350612955920354,0.010689607893120566,0.10730113878907045,0.15626841500976402,0.048967276220693565
107,1.1931862860809386,1,55,-1.0468628185297378e-05,2.788358546566113e-07,-1.0976373278778724e-05,-1.0301930284947961e-05,6.744429938307634e-07,0.13090873355395455,6.315940087928188e-06,0.13090504265373576,0.13091973632188986,1.4693668154097672e-05,0.13090873397283279,6.31596251668493e-06,0.13090504305976614,0.1309197367812362,1.4693721470060428e-05,-0.0002829763403007651,0.006862919522848764,-0.018116583767656545,0.015138289243074731,0.033254873010731274,0.13301048783249053,0.01023390445858919,0.10439351592779643,0.1533941928078404,0.04900067688004396,0.13319275917396473,0.010168152119099156,0.10504548453437822,0.15341047890196505,0.04836499436758683
108,1.197795641403821,1,55,-1.1509466637369171e-05,7.324647930380231e-08,-1.1691250865617317e-05,-1.1341781670599769e-05,3.4946919501754794e-07,0.12897441742568733,4.9569257770544224e-06,0.12897207201692765,0.1289859900639884,1.3918047060745842e-05,0.1289744179392512,4.95692351423415e-06,0.12897207253159573,0.12898599059383412,1.3918062238382767e-05,-0.00019260284095883046,0.006896449581606919,-0.01844968811823395,0.015103950098250479,0.033553638216484424,0.131155768046281,0.009741978105290481,0.10230787185429492,0.15044842499471286,0.048140553140417944,0.131341322658814,0.009684869856281999,0.10295396029471544,0.15047168297174948,0.04751772267703404
109,1.202404737654364,1,55,-1.0368061199742925e-05,5.813234040174674e-07,-1.217705279591465e-05,-9.817256879452579e-06,2.3597959164620716e-06,0.12708682071357896,2.4226849119320815e-06,0.12707915422570143,0.12708765954866444,8.505322963009432e-06,0.1270868211378344,2.4226994969400918e-06,0.12707915460521885,0.12708766013116357,8.505525944724202e-06,-0.000126942119046688,0.006965493493351161,-0.018837904966418056,0.015096042295798626,0.033933947262216685,0.12930918044431527,0.009287675259533392,0.1003891896920978,0.14742055219541358,0.047031362503315785,0.12949996080014226,0.00924226301163134,0.10102676815502012,0.14745224077851288,0.04642547262349275
110,1.2070140929894517,1,55,-7.83583493123233e-06,5.189765581632203e-08,-7.876901767219513e-06,-7.706627475251375e-06,1.7027429196813823e-07,0.1252109020163613,2.8457946003825724e-06,0.12520345879963624,0.12521252408841585,9.065288779613878e-06,0.1252109022615595,2.8457974858237e-06,0.1252034590368707,0.12521252433096716,9.065294096471943e-06,-7.462726565633427e-05,0.007077640769268005,-0.01928128695497603,0.01511455529900703,0.03439584225398306,0.12748803743816534,0.008851407897362901,0.09942537256729518,0.14431046324623711,0.04488509067894193,0.12768645042493645,0.008821341030046097,0.1000608198472786,0.14435215731180476,0.044291337464526154
111,1.2116231972126692,1,55,-9.057075378398569e-06,1.1688468958091808e-07,-9.822229869550998e-06,-8.872252349449589e-06,9.499775201014093e-07,0.12337801043587845,5.591711177712818e-06,0.12337344235182193,0.12339565383717212,2.22114853501848e-05,0.12337801076837013,5.591706451286911e-06,0.1233734427428145,0.12339565415613585,2.2211413321343576e-05,-6.375021321445689e-05,0.0071686607234229364,-0.0197797799871518,0.015159489107875712,0.03493926909502751,0.12566095847299744,0.008325441006882968,0.10014929047294929,0.14111828368650714,0.04096899321355785,0.12586633025398145,0.008309640266846295,0.10080229843184028,0.1411716879670267,0.040369389535186415
112,1.216232418963207,1,55,-9.995259549284842e-06,7.949785120597053e-08,-1.0211828125710737e-05,-9.816811493326645e-06,3.950166323840928e-07,0.12155372053992676,5.724698393891505e-06,0.12153783934185826,0.12155620632093356,1.8366979075298828e-05,0.12155372095090361,5.724698193664554e-06,0.12153783973893532,0.12155620673102732,1.8366992091997658e-05,-5.730957922334068e-05,0.007301147523409727,-0.02033344758105864,0.01523083845404859,0.03556428603510723,0.12384371605363233,0.007807186558237588,0.10089720141228657,0.1388974429782672,0.03800024156598063,0.12405848215560898,0.0078116075631549115,0.10157092608977661,0.1389141196202249,0.03734319353044829
113,1.2208416467431074,1,55,-1.0260878706583416e-05,6.218755664925644e-07,-1.2481917614302716e-05,-1.0078754860401346e-05,2.40316275390137e-06,0.11976316558629585,5.161294473913252e-08,0.11976314522198654,0.11976335110984988,2.058878633415251e-07,0.11976316602746806,5.167144547675846e-08,0.11976314564725889,0.11976335176020551,2.0611294662686852e-07,-6.8486508053032e-05,0.00746730526277965,-0.02094223380702797,0.015328619142593859,0.03627085294962183,0.12204917893079896,0.007386559135462598,0.10166912355649949,0.13672461741000508,0.03505549385350559,0.1222756370135197,0.007416014075711915,0.10236681808800925,0.13674295203294357,0.034376133944934315
114,1.2254508760706921,1,55,-9.459830391409808e-06,8.459732185240937e-08,-1.0080869420372315e-05,-9.437616258050801e-06,6.432531623215138e-07,0.11800613870103017,3.1598020567621086e-07,0.11800608597160205,0.11800846053819748,2.374566595436667e-06,0.11800613908022889,3.1598719754936345e-07,0.11800608634974968,0.11800846096877647,2.3746190267875944e-06,-0.000105879788765503,0.007681753023718017,-0.021606152183272536,0.015452815368443335,0.03705896755171587,0.12031264132488217,0.007080274552348241,0.10246502805710833,0.1344941068097123,0.03202907875260397,0.12055425832501654,0.00713815732935571,0.10319005455633602,0.13451429350950864,0.031324238953172615
115,1.2300601053120372,1,55,-1.2545817213848391e-05,1.1184641885318057e-07,-1.2944585373215761e-05,-1.2361199238834236e-05,5.833861343815249e-07,0.11626729617046333,7.313737986563233e-06,0.1162516441040722,0.11627075279084428,1.9108686772087435e-05,0.11626729684739502,7.313738274780061e-06,0.11625164476265858,0.11627075346718306,1.910870452448421e-05,-0.0001672771231794588,0.007972325791230013,-0.022325210661741198,0.015603437668309147,0.037928648330050344,0.11859322545700256,0.006913010482701364,0.1032849114099814,0.13220589497346455,0.028920983563483146,0.11885578891126214,0.007002159714568934,0.10404075855620457,0.1322281492423073,0.028187390686102737
116,1.234669331188379,1,55,-1.1316809306473225e-05,5.8049986960521045e-08,-1.1618855421111163e-05,-1.1296528078767284e-05,3.22327342343879e-07,0.11455809527819896,1.4492394659281592e-06,0.11455063183934593,0.11455838296139684,7.75112205091133e-06,0.11455809583718853,1.4492336649209096e-06,0.11455063242780256,0.11455838351969512,7.751091892563289e-06,-0.000226553177999486,0.008300733202374585,-0.022818585337632778,0.015780475505479154,0.03859906084311193,0.11692432027492591,0.006812033911933181,0.10352400945276055,0.12987071760991162,0.026346708157151066,0.11721219184671275,0.006925031285102362,0.1037959182868999,0.13019652776138296,0.02640060947448307
117,1.2392785538887043,1,55,-1.2917416326600483e-05,3.5951169523556566e-07,-1.3355908309094139e-05,-1.1562812076317133e-05,1.793096232777006e-06,0.11290910184040868,3.1052426706463737e-06,0.11290259385381063,0.11291071700560153,8.123151790898064e-06,0.11290910257989266,3.1052350502009275e-06,0.11290259464270823,0.11291071774440677,8.12310169853725e-06,-0.00010132706098451604,0.008313574176744453,-0.022152850407378834,0.015977164310767372,0.038130014718146206,0.1152636853908054,0.006688323565461911,0.10118703079454235,0.12934808187664143,0.028161051082099084,0.11555642768327767,0.006803575959141995,0.10161314457330618,0.12975852708782765,0.028145382514521464
118,1.2438876556088394,1,55,-1.0020493206725112e-05,1.0249360612596456e-06,-1.1850936799933364e-05,-9.386577143277252e-06,2.4643596566561116e-06,0.11124846033560817,1.0739443420595315e-06,0.11124652908433276,0.11124909088458841,2.5618002556515584e-06,0.11124846079161894,1.0738467519303794e-06,0.11124652971467401,0.11124909128191934,2.561567245332186e-06,-7.5315475903107364e-06,0.008362483759259041,-0.02269938415484389,0.017189561659159202,0.039888945814003096,0.11350082476509155,0.006613740447988014,0.0989587114016467,0.12877938744952958,0.02982067604788287,0.11380181514983474,0.006727320790649342,0.09945040639551297,0.12916810859439093,0.029717702198877954
119,1.2484970164098745,1,55,-1.1259893350197743e-05,1.1755618711363592e-07,-1.1297393954299677e-05,-1.050154612993358e-05,7.958478243660969e-07,0.10958427558814102,7.164200912139964e-07,0.10958408831213082,0.10958851029541096,4.4219832801423165e-06,0.10958427616668677,7.164084392624189e-07,0.10958408889312153,0.10958851079857716,4.421905455631592e-06,8.934585901886954e-05,0.008534995017460975,-0.023259857089142206,0.01938453118330023,0.042644388272442435,0.11177686333966855,0.0067119401369360445,0.09589113405122236,0.12805513792662923,0.03216400387540687,0.11209550923384308,0.006824093397130609,0.09614520667227094,0.12842499202855623,0.032279785356285284
120,1.2531061255164155,1,55,-1.0303017265784691e-05,2.802655301715505e-08,-1.031581452375168e-05,-1.0098635437207202e-05,2.1717908654447782e-07,0.107965847471121,1.683288165532312e-06,0.1079656078473744,0.10797821703490597,1.2609187531570365e-05,0.1079658479627253,1.683285529942658e-06,0.10796560833919985,0.10797821750714214,1.260916794228184e-05,0.00019240411827403943,0.00882542096697947,-0.023834192069236003,0.021599377444418043,0.04543356951365404,0.1100956543944123,0.006967813597370379,0.09262840416757896,0.1271754118966197,0.03454700772904075,0.1104423948917638,0.007071494044570736,0.09299726738697672,0.1275290776325916,0.034531810245614886
121,1.2577154628081402,1,55,-1.081600491336042e-05,1.2394742997368387e-07,-1.1097226684432253e-05,-1.0561553735053745e-05,5.356729493785075e-07,0.106404884872907,5.604146413004997e-07,0.10640329506288117,0.1064052990783421,2.00401546093798e-06,0.10640488542269996,5.604246071098588e-07,0.10640329558708522,0.10640529965652112,2.0040694359013678e-06,0.00021956391033288664,0.008968536332844671,-0.0244224675642098,0.0208088988528126,0.0452313664170224,0.10852029611309254,0.00718368500292254,0.09018485317832095,0.12614014106518792,0.03595528788686697,0.10888537550901242,0.007260705972571955,0.09059053933439987,0.12648014311407307,0.03588960377967321
122,1.2623245678666186,1,55,-8.709808727393263e-06,1.9753439144773337e-07,-9.854218602755325e-06,-8.657304957218222e-06,1.1969136455371034e-06,0.10481585521722321,1.6142915673311388e-06,0.10480593854600517,0.10482059776955271,1.4659223547541789e-05,0.10481585557928583,1.614285769867979e-06,0.10480593900926911,0.10482059818317774,1.4659173908623813e-05,0.00024646900490747593,0.009132947944571573,-0.02502462544370916,0.023199433808388206,0.04822405925209737,0.10699919994916555,0.007423284909920317,0.0878394198316351,0.12494943265282124,0.037110012821186145,0.10738476688358221,0.0074777854410711594,0.08828431036284037,0.12527817327202337,0.036993862909182995
123,1.2669339089383236,1,55,-1.0500133490455173e-05,3.010483143873402e-08,-1.0518258461314867e-05,-1.0342657280125755e-05,1.756011811891124e-07,0.1032891066529043,4.38699472619346e-06,0.10328654351373856,0.10329685767177316,1.0314158034596677e-05,0.10328910718661846,4.3869941809019945e-06,0.10328654404736004,0.10329685820601525,1.0314158655211347e-05,0.0002044344390409604,0.009347288488714457,-0.02564071779113542,0.025620527720289898,0.051261245511425316,0.10551861211546301,0.0076935088845237285,0.08558746642529562,0.12360312318921686,0.03801565676392124,0.10592933302556437,0.0077303028414147,0.0860746782884485,0.1254938268340343,0.039419148545585786
124,1.271543024171396,1,55,-9.039080709474383e-06,1.0735037751287158e-07,-9.827478274680669e-06,-9.015855204603664e-06,8.116230700770046e-07,0.10174366743002246,1.7404251212497759e-06,0.10174342432235498,0.10175645687124359,1.3032548888611273e-05,0.10174366783160259,1.7404350527093153e-06,0.10174342472266178,0.10175645734580477,1.3032623142991695e-05,0.00011383807387245022,0.009574288093530151,-0.026176062192940722,0.028071914070942765,0.05424797626388349,0.10402582402542139,0.007996464497876122,0.08342921036238138,0.12288871846814887,0.039459508105767496,0.10446379488303283,0.008019415120465752,0.08396202139305897,0.12564562610243404,0.04168360470937507
125,1.2761522630385438,1,55,-1.2535693582840246e-05,1.2952389427293241e-07,-1.2585265544073056e-05,-1.212056935569755e-05,4.646961883755059e-07,0.10027349494431653,2.155232734706008e-06,0.1002664472754534,0.10027418252112437,7.735245670964508e-06,0.1002734957279749,2.155248658107176e-06,0.10026644800920533,0.10027418330874324,7.735299537917073e-06,5.25717028045682e-05,0.009735923525130382,-0.02513265206205522,0.030553867135664107,0.05568651919771933,0.1024966348220863,0.008247507854350904,0.08136457489107761,0.12127842386767547,0.03991384897659786,0.10295833025113525,0.008243466396424799,0.08194641272153648,0.12385518275591006,0.041908770034373585
126,1.2807614833544025,1,55,-1.3382408298973499e-05,1.513008321407703e-07,-1.342627934283431e-05,-1.244113815642633e-05,9.851411864079796e-07,0.09876232638745318,1.979161356241916e-06,0.09875418376376655,0.09876284794073877,8.664176972220106e-06,0.09876232729423466,1.979174094389378e-06,0.09875418462830417,0.09876284885210064,8.664223796472914e-06,3.645941509032851e-05,0.009911369996682667,-0.024124335311357974,0.03306618632144914,0.05719052163280712,0.10092488047551516,0.00849082527886562,0.07939356057154767,0.1214343838667687,0.04204082329522103,0.10141238134957871,0.008467060081336374,0.08002800256121877,0.121945104667786,0.04191710210656724
