theta_file,theta,rin,rout,scope,sample_count,position_max_delta,vector_mean_error,vector_rmse,vector_max_error,relative_vector_rmse,mae_dr,rmse_dr,max_abs_dr,mae_dtheta,rmse_dtheta,max_abs_dtheta
0.96,0.9599310159683228,0.7,3.0,interior,412,0.001187990807869954,0.006452394520978953,0.009677774572538989,0.03363040737576516,0.06749932689163465,0.004254222738647033,0.006558286560920614,0.02226390237806949,0.004049627021091359,0.0071167547422775704,0.029063689853475072
1.05,1.0471975803375244,0.7,3.0,all,500,0.0013159602240342446,0.18221269155233683,0.8086946821462307,8.573774165715156,0.9248971088225693,0.013629916087500003,0.029387255604802587,0.14583256981661946,0.178673621003393,0.8081605522045797,8.573771986845692
1.05,1.0471975803375244,0.7,3.0,interior,412,0.0013159602240342446,0.00846156798523376,0.012827838402524298,0.055104981577266156,0.08947026172259775,0.00438123090888976,0.00605712510451143,0.02481626537270443,0.0063798370209732546,0.011307726276735503,0.05500622572107966
1.13,1.134463906288147,0.7,3.0,all,500,0.00031069721381997266,0.17753960418678189,0.8063822532573051,8.619836475358753,0.9222483447476592,0.009828167485853011,0.014311285491148417,0.048628607898550995,0.1734786801112399,0.8062552483400771,8.619820667141681
1.13,1.134463906288147,0.7,3.0,interior,412,0.00031069721381997266,0.010721633642748021,0.013172073277448893,0.03530702619772451,0.09187085206765973,0.00685548690859251,0.009345741410593677,0.033986386699880786,0.006783226840606152,0.009282275147440833,0.03045820945723976
1.22,1.2217304706573486,0.7,3.0,all,500,0.0014620877993040576,0.1787431513273393,0.8053967064622303,8.603804551017912,0.9211222427852738,0.012642036786440564,0.018758644356240597,0.09317676489450082,0.1726278526904083,0.8051782212914876,8.60380445480388
1.22,1.2217304706573486,0.7,3.0,interior,412,0.0014620877993040576,0.013042616018353563,0.015198642379119878,0.036198490564116254,0.10600486740151417,0.009283942986614065,0.011143694939992559,0.03047988818550238,0.007609416242339669,0.010335221006478913,0.03368088363469875
1.31,1.3089967966079712,0.7,3.0,all,500,0.0008225397873502926,0.18198789720492733,0.8101653806755732,8.62398013638734,0.9265765079562368,0.012998474378027116,0.022966776877924783,0.10564301181670416,0.17834755908683403,0.8098397811944261,8.623941799158585
1.31,1.3089967966079712,0.7,3.0,interior,412,0.0008225397873502926,0.01211599664194031,0.013709410731765416,0.028947781451145217,0.09561805926806563,0.00653044249629369,0.008146768480803646,0.021840066549498598,0.0085700289726769,0.011026246230355504,0.02894660879044364
1.4,1.3962633609771729,0.7,3.0,all,500,0.0010234938401418358,0.18069867842202314,0.8101384562029907,8.615291552154337,0.9265478125439416,0.013322106409001978,0.026648602014522516,0.1165355019699596,0.1768337564821926,0.8097000495428147,8.615283602807956
1.4,1.3962633609771729,0.7,3.0,interior,412,0.0010234938401418358,0.01027187399990687,0.01248370351317508,0.02478241194565218,0.08706917823558023,0.00523614578090183,0.007589987440663988,0.024305422544688093,0.007231069842187471,0.009911354299762606,0.024772707186459325
1.48,1.483529806137085,0.7,3.0,all,500,0.0014071939640772813,0.17699479133100002,0.8084375535201315,8.616710413499657,0.9246013415844829,0.011833747712256709,0.020640913253231242,0.09950163442394376,0.17273189103714054,0.8081740101251018,8.61670185378211
1.48,1.483529806137085,0.7,3.0,interior,412,0.0014071939640772813,0.00908719306217318,0.010842449286656628,0.02410210646860996,0.07562148094494342,0.006778099043918634,0.008322907271776238,0.01943265759848641,0.005350337906712649,0.00694895107761848,0.022518886312117792
1.57,1.570796251296997,0.7,3.0,all,500,6.010783569708727e-08,0.18034773947795146,0.807110895405524,8.600792773928749,0.9230835715766507,0.010658649369339905,0.0206984966597125,0.11362396713922313,0.17759994748528818,0.8068454435133998,8.600719588635165
1.57,1.570796251296997,0.7,3.0,interior,412,6.010783569708727e-08,0.01098860907661546,0.01389361479810688,0.05304725871080085,0.09690322414546564,0.005455683540241768,0.007986395133536137,0.029944237525181907,0.00847534256562073,0.011368818097287191,0.05288288026608934
1.66,1.6580626964569092,0.7,3.0,all,500,0.0014071939640772813,0.17386375813832597,0.7985678616734383,8.565988590312447,0.9133125350748177,0.014768005480167825,0.027315054630033978,0.1199827060089389,0.16830985064830808,0.7981005685302109,8.565974158733164
1.66,1.6580626964569092,0.7,3.0,interior,412,0.0014071939640772813,0.010326232169882182,0.012418653977615414,0.03395794446364572,0.08661560707702469,0.006835734971467267,0.00933879424065309,0.03086495454897639,0.005701010420663138,0.00818595680091752,0.031056460220489412
1.75,1.7453292608261108,0.7,3.0,all,500,0.0010232583571414215,0.1776793118461345,0.8003623659781693,8.56516022381922,0.915366619212239,0.011983359541850931,0.021910036463495416,0.08749168967920579,0.17462825425716066,0.8000624145504782,8.56515605804814
