sidelen,component,theta_file,theta,Rin,Rout,r_min_plot,r_max_plot,in_plot_window,ptnum,r,P_x,P_y,P_z,u_exact,u_numerical,u_error,exact_vx,exact_vy,exact_vz,numerical_vx,numerical_vy,numerical_vz,position_delta
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,17,1.0340681076049805,1.0340681076049805,0.0,1.2157852502525657e-09,2.356412887573242,0.7868582606755229,-1.5695546268977192,-8.300577114539465e-09,0.0,2.356412887573242,-0.037390876561403275,0.0,0.7868582606315613,2.4315705005051313e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,18,1.0360721349716187,1.0360721349716187,0.0,8.518201699558858e-10,2.225577116012572,0.8139296770413861,-1.411647438971186,1.8528074861023924e-06,0.0,2.2255771160125732,-0.038682740181684494,0.0,0.8139296770095825,1.7036403399117717e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,19,1.0380761623382568,1.0380761623382568,0.0,1.6602494934403467e-09,2.1083829402923575,0.8388660550755215,-1.2695168852168361,6.865763566565874e-07,0.0,2.1083829402923584,-0.039873797446489334,0.0,0.8388660550117493,3.3204989868806933e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,20,1.040080189704895,1.040080189704895,0.0,2.0623127650054585e-09,2.002827405929565,0.8616675139285761,-1.1411598920009889,2.567250021456857e-07,0.0,2.0028274059295654,-0.04096398130059242,0.0,0.8616675138473511,4.124625530010917e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,21,1.0420842170715332,1.0420842170715332,0.0,9.32319332846987e-10,1.9072202444076525,0.8823339343446327,-1.0248863100630197,1.549243506815401e-06,0.0,1.9072202444076538,-0.04195330664515495,0.0,0.8823339343070984,1.864638665693974e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,22,1.0440881252288818,1.0440881252288818,0.0,1.4884600219033928e-09,1.8202223777770976,0.9008643031731056,-0.919358074603992,1.4419289300349192e-06,0.0,1.8202223777770996,-0.042841773480176926,0.0,0.90086430311203,2.9769200438067855e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,23,1.04609215259552,1.04609215259552,0.0,3.584666452560725e-10,1.7406914234161368,0.9172608256489533,-0.8234305977671835,2.717253437367617e-06,0.0,1.7406914234161377,-0.04362941533327103,0.0,0.9172608256340027,7.16933290512145e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,24,1.0480961799621582,1.0480961799621582,0.0,1.7297413501538017e-09,1.667713046073913,0.9315222502486141,-0.7361907958252988,3.61075109367448e-07,0.0,1.6677130460739136,-0.04431627690792084,0.0,0.9315222501754761,3.4594827003076034e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,25,1.0501002073287964,1.0501002073287964,0.0,2.131804732741216e-09,1.6004986763000486,0.9436487556415405,-0.6568499206585081,1.5415358234349696e-07,0.0,1.6004986763000488,-0.044902268797159195,0.0,0.9436487555503845,4.263609465482432e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,26,1.0521042346954346,1.0521042346954346,0.0,2.5338680043063277e-09,1.538378357887266,0.9536402822633934,-0.5847380756238727,8.47844717100088e-07,0.0,1.538378357887268,-0.0453873910009861,0.0,0.9536402821540833,5.0677360086126555e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,27,1.0541082620620728,1.0541082620620728,0.0,2.3730859499693224e-09,1.4807651042938217,0.9614968300896168,-0.5192682742042048,7.0495616455446e-07,0.0,1.4807651042938232,-0.04577166959643364,0.0,0.9614968299865723,4.746171899938645e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,28,1.0561121702194214,1.0561121702194214,0.0,4.2795850196952756e-10,1.4272330999374383,0.9672179818340007,-0.46001511810343765,1.756165033839352e-06,0.0,1.427233099937439,-0.04605507478117943,0.0,0.9672179818153381,8.559170039390551e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,29,1.0581161975860596,1.0581161975860596,0.0,1.7992332068672567e-09,1.3773013353347778,0.9708046317886756,-0.40649670354610223,-3.557390382269432e-09,0.0,1.3773013353347778,-0.046237681061029434,0.0,0.9708046317100525,3.5984664137345135e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,30,1.0601202249526978,1.0601202249526978,0.0,3.733353182155952e-09,1.3306423425674454,0.9722562433920324,-0.358386099175413,-4.707613356913498e-07,0.0,1.3306423425674438,-0.04631945863366127,0.0,0.9722562432289124,7.466706364311904e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,31,1.062124252319336,1.062124252319336,0.0,2.0405144240953632e-09,1.2869350910186772,0.9715729356701578,-0.3153621553485194,-2.0514283960437751e-07,0.0,1.2869350910186768,-0.04630033299326897,0.0,0.9715729355812073,4.0810288481907264e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,32,1.0641282796859741,1.0641282796859741,0.0,1.4733664288613113e-09,1.2459207773208643,0.9687544704122985,-0.2771663069085658,-1.7692087794785039e-06,0.0,1.2459207773208618,-0.046180397272109985,0.0,0.9687544703483582,2.9467328577226226e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,33,1.0661323070526123,1.0661323070526123,0.0,3.329246878180925e-09,1.2073140144348122,0.9638010264878191,-0.24351298794699316,7.298579021153273e-07,0.0,1.2073140144348145,-0.04595964774489403,0.0,0.9638010263442993,6.65849375636185e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,34,1.068136215209961,1.068136215209961,0.0,3.4007818783265975e-09,1.1709347963333085,0.9567131401561383,-0.21422165617717026,1.407540821674047e-06,0.0,1.170934796333313,-0.045638035982847214,0.0,0.9567131400108337,6.801563756653195e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,35,1.0701402425765991,1.0701402425765991,0.0,7.387316314222403e-10,1.136577129364011,0.9474899173095027,-0.1890872120545083,4.018665094918106e-06,0.0,1.1365771293640137,-0.045215532183647156,0.0,0.9474899172782898,1.4774632628444806e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,36,1.0721442699432373,1.0721442699432373,0.0,2.672851717733238e-09,1.1040735244751005,0.9361315966766641,-0.16794192779843642,-1.1656381957436679e-06,0.0,1.1040735244750977,-0.04469223693013191,0.0,0.9361315965652466,5.345703435466476e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,37,1.0741482973098755,1.0741482973098755,0.0,2.0274639744854994e-09,1.0732718706130975,0.9226382971641726,-0.15063357344892492,3.806407562478853e-07,0.0,1.0732718706130981,-0.044068075716495514,0.0,0.9226382970809937,4.054927948970999e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,38,1.0761523246765137,1.0761523246765137,0.0,8.974705423270279e-10,1.0440584421157824,0.9070100188616775,-0.13704842325410482,1.6138694718392799e-06,0.0,1.0440584421157837,-0.043343063443899155,0.0,0.907010018825531,1.7949410846540559e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,39,1.0781563520431519,1.0781563520431519,0.0,4.943856435346561e-10,1.016291260719299,0.8892467618183548,-0.12704449890094427,5.193790002522292e-07,0.0,1.0162912607192993,-0.04251721128821373,0.0,0.8892467617988586,9.887712870693122e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,40,1.08016037940979,1.08016037940979,0.0,2.6708084632787177e-09,0.9898685812950129,0.8693484664991686,-0.12052011479584424,2.1937241001523944e-07,0.0,0.9898685812950134,-0.041590526700019836,0.0,0.8693484663963318,5.341616926557435e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,41,1.0821642875671387,1.0821642875671387,0.0,3.348100685585109e-09,0.9647046327590972,0.847316503650278,-0.11738812910881924,-9.521947959001409e-07,0.0,0.9647046327590942,-0.040563058108091354,0.0,0.8473165035247803,6.696201371170218e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,42,1.0841683149337769,1.0841683149337769,0.0,2.4604100978820043e-09,0.940664470195774,0.8231483102739717,-0.11751615992180231,-1.6565580835958826e-06,0.0,0.9406644701957703,-0.03943467140197754,0.0,0.8231483101844788,4.9208201957640085e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,43,1.086172342300415,1.086172342300415,0.0,1.5121437435539065e-09,0.9177288413047764,0.7968451381261562,-0.12088370317862018,1.9364060790394433e-06,0.0,0.917728841304779,-0.03820544481277466,0.0,0.7968451380729675,3.024287487107813e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,44,1.0881763696670532,1.0881763696670532,0.0,4.832910183161232e-10,0.8957860469818115,0.7739850282837102,-0.12180101869810134,5.810404246631151e-08,0.0,0.8957860469818115,-0.037834469228982925,0.0,0.7739850282669067,9.665820366322464e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,45,1.0901803970336914,1.0901803970336914,0.0,2.7188490347995753e-10,0.8747916817665101,0.757677674303162,-0.1171140074633481,-5.217505645305209e-07,0.0,0.87479168176651,-0.038669511675834656,0.0,0.7576776742935181,5.437698069599151e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,46,1.0921844244003296,1.0921844244003296,0.0,6.047878864379186e-11,0.8546697497367859,0.7416228055975883,-0.11304694413919758,-8.063418022175028e-08,0.0,0.8546697497367859,-0.03955546393990517,0.0,0.741622805595398,1.2095757728758372e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,47,1.0941883325576782,1.0941883325576782,0.0,4.5203468745924624e-10,0.8353722691535944,0.7258214950728806,-0.10955077408071379,1.3067480040263035e-06,0.0,0.835372269153595,-0.04049227014183998,0.0,0.7258214950561523,9.040693749184925e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,48,1.0961923599243164,1.0961923599243164,0.0,-4.179536161608155e-10,0.8168212771415709,0.710271835311333,-0.10654944183023796,-3.675970106087334e-07,0.0,0.816821277141571,-0.041480034589767456,0.0,0.7102718353271484,8.35907232321631e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,0,49,1.0981963872909546,1.0981963872909546,0.0,-6.293597309969812e-10,0.7989988923072807,0.6949746012444015,-0.10402429106287925,-1.3067480040263035e-06,0.0,0.7989988923072815,-0.04251871258020401,0.0,0.6949746012687683,1.2587194619939623e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,50,1.1002004146575928,1.1002004146575928,0.0,1.5647654283412749e-09,0.7818725705146791,0.6799300313616132,-0.10194253915306584,-1.0435011432718966e-07,0.0,0.781872570514679,-0.04360830411314964,0.0,0.6799300312995911,3.1295308566825497e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,51,1.102204442024231,1.102204442024231,0.0,6.947771802323643e-10,0.7653705477714526,0.6651379466338899,-0.10023260113756272,1.966051058843732e-06,0.0,0.7653705477714539,-0.04474879801273346,0.0,0.6651379466056824,1.3895543604647287e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,52,1.1042084693908691,1.1042084693908691,0.0,4.833710653961987e-10,0.749483048915863,0.6505984068117975,-0.09888464210406556,8.774896542718125e-08,0.0,0.749483048915863,-0.045940205454826355,0.0,0.650598406791687,9.667421307923973e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,53,1.1062123775482178,1.1062123775482178,0.0,-1.3659587905223702e-09,0.7341595888137815,0.6363122462643707,-0.09784734254941085,-1.6363995314350177e-07,0.0,0.7341595888137817,-0.047182440757751465,0.0,0.6363122463226318,2.7319175810447405e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,54,1.108216404914856,1.108216404914856,0.0,-1.577364905358536e-09,0.7193639278411864,0.622277796199466,-0.09708613164172042,-4.7431871763592426e-08,0.0,0.7193639278411865,-0.04847566410899162,0.0,0.6222777962684631,3.154729810717072e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,55,1.1102204322814941,1.1102204322814941,0.0,-2.118062170097801e-09,0.7050865292549159,0.6084958313945176,-0.09659069786039831,1.3518083505914547e-06,0.0,0.7050865292549133,-0.04981979355216026,0.0,0.608495831489563,4.236124340195602e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,56,1.1122244596481323,1.1122244596481323,0.0,-2.2471455807249185e-09,0.6913062930107027,0.5949665306963909,-0.09633976231431174,-4.46096737505286e-06,0.0,0.6913062930107117,-0.05121483653783798,0.0,0.5949665307998657,4.494291161449837e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,57,1.1142284870147705,1.1142284870147705,0.0,-3.8231134924515686e-10,0.6779391765594481,0.5816897153673681,-0.09624946119208,-1.802411162543649e-07,0.0,0.6779391765594482,-0.05266079306602478,0.0,0.581689715385437,7.646226984903137e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,58,1.1162325143814087,1.1162325143814087,0.0,-9.230085584732706e-10,0.6650465130805968,0.5686654448061389,-0.09638106827445792,-6.877621672174428e-08,0.0,0.6650465130805969,-0.05415765196084976,0.0,0.5686654448509216,1.8460171169465411e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,59,1.1182364225387573,1.1182364225387573,0.0,-3.668071402174178e-10,0.6525548100471497,0.555894494038429,-0.0966603160087206,-5.810404246631151e-08,0.0,0.6525548100471497,-0.05570532754063606,0.0,0.5558944940567017,7.336142804348356e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,60,1.1202404499053955,1.1202404499053955,0.0,-5.782132550535835e-10,0.6404276490211487,0.5433753132524354,-0.0970523357687133,3.675970106087334e-08,0.0,0.6404276490211487,-0.057304006069898605,0.0,0.5433753132820129,1.156426510107167e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,61,1.1222444772720337,1.1222444772720337,0.0,-1.1292008439411916e-09,0.6286962628364564,0.5311086773279186,-0.09758758550853786,1.0553591067719026e-07,0.0,0.6286962628364563,-0.05895359069108963,0.0,0.5311086773872375,2.258401687882383e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,62,1.1242485046386719,1.1242485046386719,0.0,-1.6221332610477646e-10,0.6173053979873657,0.5222418904218856,-0.0950635075654801,3.0949297524784924e-07,0.0,0.6173053979873657,-0.05936000868678093,0.0,0.5222418904304504,3.244266522095529e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,63,1.12625253200531,1.12625253200531,0.0,-4.0171313497872063e-10,0.6062656641006474,0.5170159339696695,-0.08924973013097792,1.2012121715088142e-06,0.0,0.606265664100647,-0.05834069103002548,0.0,0.5170159339904785,8.034262699574413e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,64,1.1282565593719482,1.1282565593719482,0.0,-4.815283727310771e-10,0.5955305099487311,0.5118001699202832,-0.08373034002844792,1.5498363836741191e-06,0.0,0.5955305099487305,-0.057358335703611374,0.0,0.5118001699447632,9.630567454621541e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,65,1.1302604675292969,1.1302604675292969,0.0,-6.668428031986195e-10,0.5851122736930853,0.5065947770739556,-0.07851749661912966,9.023913776218251e-07,0.0,0.5851122736930847,-0.056412991136312485,0.0,0.5065947771072388,1.333685606397239e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,66,1.132264494895935,1.132264494895935,0.0,1.36738481648635e-10,0.5749812126159669,0.5013992190428054,-0.07358199357316153,-1.2771031379088527e-06,0.0,0.5749812126159668,-0.05550454929471016,0.0,0.5013992190361023,2.7347696329727e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,67,1.1342685222625732,1.1342685222625732,0.0,-1.0276132722530917e-10,0.5651345252990727,0.49621382355195043,-0.06892070174712228,4.615121270035161e-06,0.0,0.5651345252990723,-0.05463306978344917,0.0,0.4962138235569,2.0552265445061835e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,68,1.1362725496292114,1.1362725496292114,0.0,-1.825765649776656e-10,0.5555462837219238,0.4910385608586652,-0.06450772286325862,1.541535787907833e-08,0.0,0.5555462837219238,-0.05379854515194893,0.0,0.49103856086730957,3.651531299553312e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,69,1.1382765769958496,1.1382765769958496,0.0,-4.220763738516098e-10,0.5462130904197693,0.485873430947678,-0.0603396594720913,-4.6246075413591825e-08,0.0,0.5462130904197693,-0.053000982850790024,0.0,0.48587343096733093,8.441527477032196e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,70,1.1402806043624878,1.1402806043624878,0.0,-6.61576182725554e-10,0.5371415019035337,0.4807184338266549,-0.0564230680768788,-3.9961352626960434e-07,0.0,0.5371415019035339,-0.05224037915468216,0.0,0.4807184338569641,1.323152365451108e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,71,1.142284631729126,1.142284631729126,0.0,1.420051021217006e-10,0.5282982587814331,0.4755735695426135,-0.05272468923881962,-2.3715935881796213e-08,0.0,0.5282982587814331,-0.051516734063625336,0.0,0.4755735695362091,2.840102042434012e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,72,1.1442885398864746,1.1442885398864746,0.0,-2.0299389946742963e-10,0.5196579694747927,0.4704391360192727,-0.04921883345552003,1.1265069588262122e-06,0.0,0.5196579694747925,-0.050830088555812836,0.0,0.4704391360282898,4.0598779893485926e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,73,1.1462925672531128,1.1462925672531128,0.0,-4.424937083413738e-10,0.5112716555595401,0.4653145670697101,-0.045957088489830045,7.743253149783413e-07,0.0,0.5112716555595398,-0.05018036067485809,0.0,0.4653145670890808,8.849874166827476e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,74,1.148296594619751,1.148296594619751,0.0,-6.81993517215318e-10,0.5030626058578499,0.4602001011077222,-0.042862504750127706,1.396868583469768e-06,0.0,0.5030626058578491,-0.04956759139895439,0.0,0.46020010113716125,1.363987034430636e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,75,1.1503006219863892,1.1503006219863892,0.0,-9.214933260892622e-10,0.4950549304485333,0.45509579773792913,-0.039959132710604195,1.5201915175566683e-06,0.0,0.4950549304485321,-0.04899178072810173,0.0,0.4550957977771759,1.8429866521785243e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,76,1.1523046493530273,1.1523046493530273,0.0,-8.416239927200309e-10,0.4872448444366467,0.45000168677605795,-0.03724315766058872,1.610311983313295e-06,0.0,0.4872448444366455,-0.048452939838171005,0.0,0.45000168681144714,1.6832479854400617e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,77,1.154308557510376,1.154308557510376,0.0,-1.1866230220647367e-09,0.47961625456809726,0.44491794700461584,-0.03469830756348141,-2.668042725417763e-06,0.0,0.4796162545681,-0.04795107617974281,0.0,0.4449179470539093,2.3732460441294734e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,78,1.1563125848770142,1.1563125848770142,0.0,-3.830417094619065e-10,0.47217312455177335,0.4398440122447067,-0.03232911230706664,7.96855431417498e-07,0.0,0.47217312455177307,-0.04748614504933357,0.0,0.439844012260437,7.66083418923813e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,79,1.1583166122436523,1.1583166122436523,0.0,-5.42699218897269e-10,0.4648707807064057,0.43478024003685106,-0.030090540669554633,1.5889676774349937e-07,0.0,0.46487078070640564,-0.047058168798685074,0.0,0.4347802400588989,1.085398437794538e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,80,1.1603206396102905,1.1603206396102905,0.0,-7.821990277712132e-10,0.45776525139808805,0.42972660061551327,-0.02803865078257478,2.23048368752643e-06,0.0,0.45776525139808655,-0.046667154878377914,0.0,0.42972660064697266,1.5643980555424264e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,81,1.1623246669769287,1.1623246669769287,0.0,-9.41856592717727e-10,0.4508064091205597,0.4246831237894521,-0.026123285331107582,-7.114780764538864e-09,0.0,0.4508064091205597,-0.046313099563121796,0.0,0.4246831238269806,1.883713185435454e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,82,1.164328694343567,1.164328694343567,0.0,-1.1813563460805199e-09,0.4439943134784691,0.4196497499476093,-0.024344563530859842,-6.865763566565874e-07,0.0,0.44399431347846985,-0.04599600285291672,0.0,0.41964974999427795,2.3627126921610397e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,83,1.166332721710205,1.166332721710205,0.0,-3.7777508898884093e-10,0.43733057379722584,0.41462653873870214,-0.022704035058523697,-3.2846571684785886e-07,0.0,0.43733057379722595,-0.04571586847305298,0.0,0.4146265387535095,7.555501779776819e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,84,1.1683366298675537,1.1683366298675537,0.0,4.0014930258180925e-10,0.4308043420314787,0.40961372853882855,-0.021190613492650168,4.2451526383047167e-07,0.0,0.4308043420314789,-0.045472703874111176,0.0,0.4096137285232544,8.002986051636185e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,85,1.170340657234192,1.170340657234192,0.0,1.6064947983007727e-10,0.4244339764118197,0.4046107828679232,-0.0198231935438965,-1.7668371583567932e-06,0.0,0.42443397641181946,-0.04526648670434952,0.0,0.4046107828617096,3.2129895966015454e-10
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,86,1.17234468460083,1.17234468460083,0.0,-1.0420890816931205e-09,0.41817888617515486,0.3996179401473676,-0.01856094602778724,-8.537737130609457e-07,0.0,0.41817888617515564,-0.0450972244143486,0.0,0.3996179401874542,2.084178163386241e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,87,1.1743487119674683,1.1743487119674683,0.0,-1.2416677686033495e-09,0.4120415151119237,0.3946352898599129,-0.0174062252520108,4.482311908304837e-07,0.0,0.4120415151119232,-0.04496492072939873,0.0,0.39463528990745544,2.483335537206699e-09
0.1,theta,0.0,0.0,1.0,2.0,1.1,1.9,1,88,1.1763527393341064,1.1763527393341064,0.0,-1.4412464555135784e-09,0.4060555696487402,0.3896627127574503,-0.016392856891289886,-2.0312697870394913e-06,0.0,0.4060555696487427,-0.04486957937479019,0.0,0.3896627128124237,2.882492911027157e-09
